post_date,tags,score_sum,views,answers,favorites,comments,usage_cnt
"2014-03-07 00:00:00","<fortran>","0","196","1","","0","1"
"2014-04-14 00:00:00","<fortran>","1","99","2","","2","1"
"2014-05-02 00:00:00","<fortran>","1","126","4","","0","1"
"2014-05-08 00:00:00","<fortran>","0","658","2","","2","1"
"2014-05-29 00:00:00","<fortran>","3","11353","2","","4","2"
"2014-07-21 00:00:00","<fortran>","-1","414","2","","1","2"
"2014-07-29 00:00:00","<fortran>","2","876","1","","0","1"
"2014-08-21 00:00:00","<fortran>","1","71","1","","5","1"
"2014-10-05 00:00:00","<fortran>","0","83","1","","0","1"
"2014-10-19 00:00:00","<fortran>","0","71","1","","0","1"
"2014-10-29 00:00:00","<fortran>","-7","233","1","","3","1"
"2014-11-09 00:00:00","<fortran>","0","491","0","","5","1"
"2014-11-12 00:00:00","<fortran>","12","5163","1","3","0","1"
"2014-11-14 00:00:00","<fortran>","0","2266","1","","4","1"
"2014-12-03 00:00:00","<fortran>","0","224","1","","7","2"
"2014-12-13 00:00:00","<fortran>","0","195","2","","8","2"
"2015-01-12 00:00:00","<fortran>","0","726","1","","0","1"
"2015-02-04 00:00:00","<fortran>","2","339","2","1","2","2"
"2015-03-06 00:00:00","<fortran>","3","107","3","","0","1"
"2015-04-09 00:00:00","<fortran>","1","355","2","0","5","1"
"2015-06-22 00:00:00","<fortran>","0","609","0","","3","1"
"2015-07-08 00:00:00","<fortran>","2","103","2","0","0","1"
"2015-07-18 00:00:00","<fortran>","1","91","2","","3","1"
"2015-08-24 00:00:00","<fortran>","1","490","2","","2","1"
"2015-08-30 00:00:00","<fortran>","0","830","2","","3","2"
"2015-09-01 00:00:00","<fortran>","-1","52","1","","0","1"
"2015-09-17 00:00:00","<fortran>","0","215","3","","8","1"
"2015-09-25 00:00:00","<fortran>","1","304","2","","7","1"
"2015-09-28 00:00:00","<fortran>","0","95","1","","2","1"
"2015-10-01 00:00:00","<fortran>","0","465","1","","7","1"
"2016-02-05 00:00:00","<fortran>","1","72","1","1","2","1"
"2016-03-13 00:00:00","<fortran>","0","45","1","","0","1"
"2016-03-18 00:00:00","<fortran>","1","156","0","","4","1"
"2016-04-27 00:00:00","<fortran>","0","50","1","","0","1"
"2016-07-13 00:00:00","<fortran>","0","78","1","","2","1"
"2016-07-18 00:00:00","<fortran>","2","128","3","","3","2"
"2016-07-20 00:00:00","<fortran>","0","1248","2","","6","1"
"2016-07-21 00:00:00","<fortran>","0","65","2","","0","1"
"2016-08-16 00:00:00","<fortran>","2","312","4","","11","2"
"2016-08-21 00:00:00","<fortran>","-5","81","2","","0","1"
"2016-09-09 00:00:00","<fortran>","1","199","3","","3","2"
"2016-11-17 00:00:00","<fortran>","2","63","1","","3","1"
"2016-11-25 00:00:00","<fortran>","1","622","1","0","1","1"
"2016-12-21 00:00:00","<fortran>","-1","162","1","","1","1"
"2008-12-07 00:00:00","<fortran>","1","845","3","","0","1"
"2009-03-12 00:00:00","<fortran>","10","4368","2","3","0","1"
"2009-06-19 00:00:00","<fortran>","1","265","1","","2","1"
"2009-07-21 00:00:00","<fortran>","8","5119","11","","2","3"
"2009-08-18 00:00:00","<fortran>","0","321","2","0","1","1"
"2010-04-24 00:00:00","<fortran>","1","10210","2","1","0","1"
"2010-06-09 00:00:00","<fortran>","4","3004","3","0","1","2"
"2010-07-08 00:00:00","<fortran>","0","3548","2","","1","1"
"2011-01-17 00:00:00","<fortran>","3","285","1","","0","1"
"2011-02-23 00:00:00","<fortran>","0","4932","3","","3","1"
"2011-03-09 00:00:00","<fortran>","1","1210","2","","0","1"
"2011-04-20 00:00:00","<fortran>","1","603","3","","0","1"
"2011-04-23 00:00:00","<fortran>","1","824","2","1","3","1"
"2011-04-28 00:00:00","<fortran>","2","8636","4","6","7","1"
"2011-09-13 00:00:00","<fortran>","5","783","1","1","13","1"
"2011-09-20 00:00:00","<fortran>","1","3610","1","","1","1"
"2011-10-19 00:00:00","<fortran>","1","112","1","1","1","1"
"2011-10-20 00:00:00","<fortran>","2","1817","4","","2","2"
"2011-12-12 00:00:00","<fortran>","2","6566","3","","2","1"
"2012-01-17 00:00:00","<fortran>","2","3577","1","","11","1"
"2012-03-21 00:00:00","<fortran>","13","3339","2","1","0","1"
"2012-05-19 00:00:00","<fortran>","2","1083","1","","3","1"
"2012-06-17 00:00:00","<fortran>","1","2239","1","","10","1"
"2012-07-03 00:00:00","<fortran>","1","4236","2","","0","1"
"2012-09-07 00:00:00","<fortran>","3","343","3","","0","1"
"2012-10-03 00:00:00","<fortran>","0","862","3","","6","1"
"2012-11-09 00:00:00","<fortran>","0","6662","2","","2","1"
"2012-11-15 00:00:00","<fortran>","1","6640","1","","0","1"
"2012-12-06 00:00:00","<fortran>","2","1345","2","","1","1"
"2013-02-04 00:00:00","<fortran>","2","638","1","","1","1"
"2013-02-26 00:00:00","<fortran>","1","3654","1","","0","1"
"2013-04-01 00:00:00","<fortran>","0","191","2","","0","1"
"2013-05-11 00:00:00","<fortran>","0","481","3","","2","2"
"2013-05-16 00:00:00","<fortran>","3","12437","3","","2","2"
"2013-05-24 00:00:00","<fortran>","2","611","4","","3","3"
"2013-06-17 00:00:00","<fortran>","0","179","1","","0","1"
"2013-06-25 00:00:00","<fortran>","1","747","1","","3","2"
"2013-07-03 00:00:00","<fortran>","2","113","1","","2","1"
"2013-07-16 00:00:00","<fortran>","0","188","1","","2","1"
"2013-08-28 00:00:00","<fortran>","0","237","1","","1","1"
"2013-09-18 00:00:00","<fortran>","3","2523","3","1","3","2"
"2013-09-20 00:00:00","<fortran>","2","270","2","","6","2"
"2013-09-25 00:00:00","<fortran>","1","299","2","","2","1"
"2013-10-01 00:00:00","<fortran>","2","852","1","","0","1"
"2013-10-22 00:00:00","<fortran>","2","311","1","","0","1"
"2013-11-17 00:00:00","<fortran>","0","109","0","","7","1"
"2013-12-03 00:00:00","<fortran>","1","252","1","","4","1"
"2014-01-10 00:00:00","<fortran>","3","400","4","","0","1"
"2014-01-28 00:00:00","<fortran>","3","273","3","0","1","1"
"2014-03-06 00:00:00","<fortran>","0","329","1","","0","1"
"2014-04-10 00:00:00","<fortran>","3","197","1","1","0","1"
"2014-05-03 00:00:00","<fortran>","0","192","1","","3","1"
"2014-06-20 00:00:00","<fortran>","0","5538","1","","2","1"
"2014-07-01 00:00:00","<fortran>","0","1886","4","","3","2"
"2014-07-24 00:00:00","<fortran>","0","549","4","2","3","2"
"2014-08-23 00:00:00","<fortran>","-3","209","1","0","1","1"
"2014-09-08 00:00:00","<fortran>","-8","192","2","","0","1"
"2014-09-23 00:00:00","<fortran>","0","202","1","","0","1"
"2014-09-24 00:00:00","<fortran>","3","55","1","","0","1"
"2014-10-02 00:00:00","<fortran>","0","101","1","","2","1"
"2014-10-07 00:00:00","<fortran>","1","251","2","","0","1"
"2014-10-25 00:00:00","<fortran>","1","1123","1","","0","1"
"2014-11-07 00:00:00","<fortran>","0","57","1","","0","1"
"2014-12-06 00:00:00","<fortran>","0","489","1","","4","1"
"2014-12-12 00:00:00","<fortran>","2","228","1","1","16","2"
"2015-02-16 00:00:00","<fortran>","1","389","2","","0","1"
"2015-02-24 00:00:00","<fortran>","1","81","2","0","0","1"
"2015-03-28 00:00:00","<fortran>","0","133","4","","16","1"
"2015-03-30 00:00:00","<fortran>","-1","2028","2","","6","2"
"2015-04-18 00:00:00","<fortran>","1","67","1","1","0","1"
"2015-06-08 00:00:00","<fortran>","3","122","2","1","10","2"
"2015-07-30 00:00:00","<fortran>","-1","67","1","","6","1"
"2015-08-10 00:00:00","<fortran>","2","577","3","","1","1"
"2015-08-12 00:00:00","<fortran>","0","43","1","","2","1"
"2015-08-29 00:00:00","<fortran>","-2","290","2","","13","2"
"2015-09-13 00:00:00","<fortran>","1","570","2","","0","1"
"2015-11-26 00:00:00","<fortran>","-4","128","1","","3","1"
"2016-01-05 00:00:00","<fortran>","1","2004","4","","2","2"
"2016-01-08 00:00:00","<fortran>","4","285","2","","5","1"
"2016-02-16 00:00:00","<fortran>","0","70","0","","2","1"
"2016-03-17 00:00:00","<fortran>","2","68","0","","2","2"
"2016-05-24 00:00:00","<fortran>","0","344","0","","6","1"
"2016-06-02 00:00:00","<fortran>","0","25","0","","4","1"
"2016-08-18 00:00:00","<fortran>","0","53","1","","2","1"
"2016-09-07 00:00:00","<fortran>","1","141","2","","0","1"
"2016-09-23 00:00:00","<fortran>","1","290","1","","0","1"
"2016-10-07 00:00:00","<fortran>","0","49","2","","1","1"
"2016-10-31 00:00:00","<fortran>","1","196","2","","6","2"
"2016-11-29 00:00:00","<fortran>","0","446","1","","0","1"
"2016-12-12 00:00:00","<fortran>","0","58","0","","6","1"
"2008-10-21 00:00:00","<fortran>","8","10483","4","3","0","1"
"2009-08-26 00:00:00","<fortran>","1","7844","2","","1","1"
"2010-02-01 00:00:00","<fortran>","2","4373","4","","0","1"
"2010-02-23 00:00:00","<fortran>","3","7175","4","","0","1"
"2010-05-19 00:00:00","<fortran>","0","527","2","","0","1"
"2010-09-22 00:00:00","<fortran>","3","1256","1","1","3","1"
"2010-10-19 00:00:00","<fortran>","7","3047","1","","0","1"
"2010-11-25 00:00:00","<fortran>","-2","557","1","","3","1"
"2011-03-21 00:00:00","<fortran>","0","4204","3","","0","1"
"2011-04-12 00:00:00","<fortran>","1","3106","1","","1","1"
"2011-06-09 00:00:00","<fortran>","2","2715","5","","0","1"
"2011-07-05 00:00:00","<fortran>","0","92","2","","3","1"
"2011-07-22 00:00:00","<fortran>","1","140","2","","0","1"
"2011-07-29 00:00:00","<fortran>","3","1811","3","2","3","1"
"2011-08-27 00:00:00","<fortran>","1","259","1","","2","1"
"2011-09-23 00:00:00","<fortran>","6","9939","3","4","5","1"
"2011-10-25 00:00:00","<fortran>","2","375","2","1","2","1"
"2011-12-04 00:00:00","<fortran>","0","366","1","","7","1"
"2011-12-06 00:00:00","<fortran>","1","407","2","","1","1"
"2011-12-19 00:00:00","<fortran>","2","2288","2","1","1","1"
