post_date,tags,score_days,favourites_days,answers_days,comments_days,usage_cnt
"2014-04-11 00:00:00","<fortran>","2","0","3","2","1"
"2016-05-25 00:00:00","<perl>","-1","2","5","5","4"
"2012-04-01 00:00:00","<perl>","0","0","3","3","1"
"2012-03-11 00:00:00","<rust>","","","1","","1"
"2010-10-11 00:00:00","<perl>","4","0","10","2","2"
"2017-12-19 00:00:00","<rust>","3","1","2","5","3"
"2015-10-19 00:00:00","<perl>","-3","0","6","18","3"
"2014-05-30 00:00:00","<perl>","-2","0","11","15","7"
"2015-10-13 00:00:00","<fortran>","1","0","1","","1"
"2011-09-01 00:00:00","<perl>","0","0","5","5","2"
"2017-05-30 00:00:00","<rust>","9","0","1","","2"
"2011-10-28 00:00:00","<perl>","35","3","15","5","7"
"2011-04-22 00:00:00","<perl>","1","1","16","9","6"
"2017-04-06 00:00:00","<rust>","6","0","4","7","4"
"2015-12-17 00:00:00","<perl>","0","0","7","19","3"
"2012-03-31 00:00:00","<perl>","-4","0","1","2","1"
"2013-10-01 00:00:00","<fortran>","2","0","1","","1"
"2017-10-10 00:00:00","<rust>","","","","6","1"
"2017-07-27 00:00:00","<perl>","1","0","3","12","5"
"2015-08-17 00:00:00","<fortran>","1","0","2","2","1"
"2016-12-06 00:00:00","<perl>","3","0","7","20","3"
"2015-10-18 00:00:00","<perl>","6","0","7","14","6"
"2014-03-07 00:00:00","<rust>","3","0","1","","1"
"2010-10-09 00:00:00","<perl>","1","0","2","","1"
"2014-09-16 00:00:00","<perl>","5","1","8","25","8"
"2009-03-02 00:00:00","<perl>","1","0","4","","1"
"2011-03-19 00:00:00","<perl>","7","1","6","5","2"
"2011-06-25 00:00:00","<perl>","12","1","9","4","5"
"2014-09-16 00:00:00","<fortran>","-1","0","1","1","1"
"2016-06-01 00:00:00","<perl>","-3","1","5","8","2"
"2013-03-07 00:00:00","<rust>","4","0","1","","1"
"2011-02-06 00:00:00","<perl>","1","0","3","","1"
"2014-10-21 00:00:00","<perl>","","","6","4","3"
"2013-11-16 00:00:00","<perl>","6","0","2","7","1"
"2013-04-15 00:00:00","<perl>","6","1","7","4","5"
"2015-10-16 00:00:00","<fortran>","","","1","1","1"
"2009-05-08 00:00:00","<fortran>","","","2","1","1"
"2016-12-14 00:00:00","<rust>","","","2","","1"
"2015-07-23 00:00:00","<rust>","9","0","4","4","3"
"2011-06-22 00:00:00","<perl>","7","0","13","16","6"
"2012-10-24 00:00:00","<perl>","3","0","11","10","8"
"2014-01-09 00:00:00","<rust>","3","1","1","","1"
"2017-10-05 00:00:00","<perl>","2","0","2","","3"
"2017-03-30 00:00:00","<perl>","-7","0","2","10","3"
"2013-09-12 00:00:00","<fortran>","3","0","1","6","1"
"2013-07-01 00:00:00","<perl>","32","4","19","38","9"
"2016-10-24 00:00:00","<fortran>","2","0","1","","1"
"2012-02-15 00:00:00","<perl>","-2","0","13","3","6"
"2016-03-17 00:00:00","<perl>","-3","0","10","16","6"
"2012-02-19 00:00:00","<perl>","1","0","3","3","2"
"2012-03-26 00:00:00","<perl>","0","0","9","9","3"
"2015-09-02 00:00:00","<perl>","3","2","9","4","6"
"2010-05-11 00:00:00","<perl>","4","1","4","4","2"
"2010-09-08 00:00:00","<perl>","1","0","7","8","2"
"2016-05-11 00:00:00","<perl>","-7","2","9","24","5"
"2016-06-11 00:00:00","<rust>","3","1","1","","1"
"2014-05-06 00:00:00","<fortran>","","","3","3","2"
"2014-11-27 00:00:00","<rust>","5","0","5","4","4"
"2015-07-12 00:00:00","<rust>","3","0","1","","1"
"2011-06-21 00:00:00","<perl>","15","0","20","8","4"
"2016-01-12 00:00:00","<perl>","9","0","3","14","2"
"2017-07-13 00:00:00","<rust>","2","0","2","6","3"
"2010-02-28 00:00:00","<perl>","2","0","2","","1"
"2012-07-03 00:00:00","<fortran>","1","0","1","","1"
"2017-11-23 00:00:00","<fortran>","1","0","2","5","1"
"2017-01-09 00:00:00","<rust>","21","0","2","5","3"
"2013-09-09 00:00:00","<perl>","-1","0","11","3","4"
"2016-08-24 00:00:00","<rust>","2","0","4","10","2"
"2010-10-31 00:00:00","<perl>","","","2","3","1"
"2014-01-01 00:00:00","<perl>","4","0","5","5","3"
"2017-04-17 00:00:00","<perl>","0","0","3","7","2"
"2017-11-18 00:00:00","<perl>","-1","0","1","3","1"
"2015-11-10 00:00:00","<perl>","4","0","2","3","1"
"2015-09-10 00:00:00","<rust>","0","0","2","5","1"
"2012-06-20 00:00:00","<perl>","3","0","3","5","3"
"2016-04-29 00:00:00","<perl>","2","0","2","1","1"
"2015-10-30 00:00:00","<rust>","5","0","3","","2"
"2015-10-07 00:00:00","<fortran>","4","0","1","3","1"
"2013-11-13 00:00:00","<fortran>","","","","2","1"
"2016-04-07 00:00:00","<perl>","-1","0","1","1","1"
"2011-11-22 00:00:00","<perl>","7","1","22","6","7"
"2015-03-04 00:00:00","<rust>","2","0","1","","1"
"2016-03-01 00:00:00","<perl>","1","0","1","","1"
"2014-11-20 00:00:00","<rust>","14","0","7","3","4"
"2012-12-06 00:00:00","<perl>","6","0","10","6","4"
"2014-07-06 00:00:00","<perl>","1","0","6","17","5"
"2016-10-11 00:00:00","<rust>","","","2","2","1"
"2013-07-04 00:00:00","<perl>","-3","0","19","16","10"
"2017-01-12 00:00:00","<fortran>","2","0","2","4","2"
"2017-12-11 00:00:00","<perl>","-1","0","2","16","1"
"2017-01-08 00:00:00","<rust>","5","1","2","8","2"
"2014-12-05 00:00:00","<rust>","7","2","8","6","7"
"2010-10-12 00:00:00","<perl>","2","0","7","6","2"
"2017-10-30 00:00:00","<rust>","2","0","2","2","2"
"2014-08-30 00:00:00","<perl>","2","0","5","5","3"
"2015-01-12 00:00:00","<fortran>","","","1","","1"
"2009-10-27 00:00:00","<perl>","1","0","5","2","1"
"2010-06-04 00:00:00","<perl>","8","0","6","2","2"
"2015-01-09 00:00:00","<perl>","-1","1","6","3","3"
"2017-10-17 00:00:00","<perl>","0","0","5","9","3"
"2013-03-30 00:00:00","<perl>","2","0","4","1","2"
"2011-04-25 00:00:00","<perl>","1","0","5","","2"
"2013-01-17 00:00:00","<perl>","3","1","9","21","5"
"2014-10-21 00:00:00","<rust>","2","0","4","3","4"
"2010-04-08 00:00:00","<perl>","3","0","6","3","3"
"2017-03-18 00:00:00","<rust>","4","0","2","3","3"
"2014-03-06 00:00:00","<perl>","5","0","25","34","13"
"2013-05-17 00:00:00","<pascal>","","","3","","1"
"2012-06-26 00:00:00","<fortran>","4","1","3","6","2"
"2017-03-10 00:00:00","<perl>","2","0","4","4","2"
"2014-09-06 00:00:00","<perl>","0","0","3","6","2"
"2011-04-30 00:00:00","<perl>","-3","0","1","2","1"
"2016-07-23 00:00:00","<rust>","2","0","6","3","3"
"2010-08-19 00:00:00","<perl>","-2","0","3","1","2"
"2017-05-14 00:00:00","<rust>","","","1","1","1"
"2010-08-21 00:00:00","<perl>","12","1","10","5","3"
"2013-02-23 00:00:00","<pascal>","3","0","4","","1"
"2014-08-12 00:00:00","<rust>","6","3","4","2","4"
"2012-03-04 00:00:00","<perl>","5","1","2","1","1"
"2011-12-14 00:00:00","<perl>","13","2","24","17","8"
"2010-09-05 00:00:00","<perl>","7","1","5","1","3"
"2015-11-09 00:00:00","<rust>","2","0","1","6","2"
"2013-02-07 00:00:00","<fortran>","","","3","4","2"
"2015-06-15 00:00:00","<rust>","24","1","9","13","7"
"2011-11-10 00:00:00","<perl>","3","0","3","4","1"
"2016-05-18 00:00:00","<rust>","","","2","","1"
"2015-12-22 00:00:00","<perl>","6","1","11","16","6"
"2010-12-10 00:00:00","<perl>","-1","0","8","6","3"
"2015-05-02 00:00:00","<fortran>","","","1","","1"
"2016-10-08 00:00:00","<rust>","1","1","1","5","2"
"2013-05-01 00:00:00","<perl>","1","0","4","3","2"
"2012-01-01 00:00:00","<perl>","","","2","3","1"
"2014-11-16 00:00:00","<perl>","","","2","1","1"
"2014-07-20 00:00:00","<rust>","4","1","4","","2"
"2014-02-27 00:00:00","<fortran>","","","2","3","1"
"2013-05-25 00:00:00","<perl>","3","0","4","6","2"
"2015-07-28 00:00:00","<perl>","4","0","7","13","4"
"2015-01-21 00:00:00","<perl>","5","0","3","1","2"
"2012-10-31 00:00:00","<fortran>","1","0","2","9","2"
"2012-09-22 00:00:00","<perl>","","","2","","1"
"2011-11-09 00:00:00","<perl>","1","0","2","","1"
"2012-09-14 00:00:00","<perl>","-4","0","6","14","5"
"2010-10-06 00:00:00","<perl>","1","2","2","3","2"
"2014-05-19 00:00:00","<perl>","8","0","17","9","8"
"2015-11-12 00:00:00","<rust>","1","0","1","2","1"
"2015-07-29 00:00:00","<perl>","7","1","6","10","5"
"2017-08-08 00:00:00","<rust>","9","0","2","9","2"
"2014-12-17 00:00:00","<rust>","4","1","4","","3"
"2015-12-23 00:00:00","<perl>","-10","0","3","10","2"
"2017-08-03 00:00:00","<rust>","5","0","3","","3"
"2014-07-05 00:00:00","<fortran>","","","1","","1"
"2013-11-04 00:00:00","<perl>","","","3","5","2"
"2014-06-27 00:00:00","<perl>","1","0","3","6","3"
"2012-04-19 00:00:00","<perl>","-4","0","10","19","5"
"2015-03-09 00:00:00","<rust>","7","0","5","1","4"
"2016-09-01 00:00:00","<perl>","2","0","1","3","1"
"2017-03-22 00:00:00","<perl>","-2","0","5","4","3"
"2009-11-04 00:00:00","<perl>","2","0","5","6","2"
"2017-01-11 00:00:00","<perl>","2","1","1","9","1"
"2015-12-01 00:00:00","<perl>","3","0","7","9","3"
"2010-10-08 00:00:00","<perl>","8","3","3","3","2"
"2012-07-03 00:00:00","<perl>","6","0","12","14","6"
"2017-01-30 00:00:00","<perl>","1","0","1","7","1"
"2016-08-10 00:00:00","<perl>","1","2","4","8","2"
"2015-05-04 00:00:00","<perl>","5","1","11","9","8"
"2016-08-29 00:00:00","<rust>","2","1","3","8","3"
"2014-03-11 00:00:00","<fortran>","","","3","8","2"
"2012-02-01 00:00:00","<perl>","2","0","10","14","4"
"2013-10-26 00:00:00","<rust>","2","0","2","","3"
"2016-11-17 00:00:00","<fortran>","2","0","1","3","1"
"2012-05-14 00:00:00","<perl>","5","1","13","19","6"
"2009-01-04 00:00:00","<fortran>","2","3","2","","1"
"2010-08-28 00:00:00","<perl>","5","0","5","2","3"
"2011-10-16 00:00:00","<perl>","2","1","5","7","2"
"2015-07-09 00:00:00","<perl>","6","0","11","28","6"
"2011-08-16 00:00:00","<perl>","14","1","18","11","6"
"2013-07-29 00:00:00","<rust>","3","1","1","2","1"
"2014-04-30 00:00:00","<fortran>","0","0","1","1","1"
"2014-05-07 00:00:00","<perl>","2","0","10","11","6"
"2010-06-01 00:00:00","<perl>","8","4","12","2","4"
"2014-04-04 00:00:00","<perl>","13","1","4","7","3"
"2017-05-28 00:00:00","<pascal>","1","0","1","2","1"
"2017-06-06 00:00:00","<rust>","1","0","1","8","1"
"2016-09-14 00:00:00","<fortran>","-2","0","1","4","1"
"2016-02-02 00:00:00","<rust>","11","0","6","2","4"
"2015-01-10 00:00:00","<perl>","","","2","1","1"
"2014-05-31 00:00:00","<rust>","5","1","4","4","3"
"2013-10-25 00:00:00","<fortran>","4","0","1","3","1"
"2017-10-08 00:00:00","<rust>","1","0","1","","1"
"2015-09-18 00:00:00","<fortran>","1","0","2","1","1"
"2010-12-07 00:00:00","<perl>","","","8","7","4"
"2013-02-03 00:00:00","<perl>","","","2","3","1"
"2017-12-12 00:00:00","<rust>","2","0","3","1","2"
"2011-09-16 00:00:00","<perl>","6","0","7","","4"
"2014-02-14 00:00:00","<fortran>","1","0","2","18","2"
"2008-12-07 00:00:00","<fortran>","1","0","3","","1"
"2014-07-08 00:00:00","<fortran>","","","1","","1"
"2015-09-21 00:00:00","<rust>","","","2","","1"
"2016-12-03 00:00:00","<rust>","2","0","1","9","2"
"2011-02-17 00:00:00","<perl>","5","0","23","8","8"
"2014-05-10 00:00:00","<rust>","2","0","2","1","2"
"2015-09-17 00:00:00","<fortran>","","","3","8","1"
"2015-05-25 00:00:00","<perl>","-1","0","4","8","2"
"2009-06-01 00:00:00","<perl>","3","1","5","1","1"
"2010-05-23 00:00:00","<perl>","1","0","1","","1"
"2011-05-25 00:00:00","<fortran>","5","2","2","","1"
"2013-06-02 00:00:00","<fortran>","1","0","2","1","1"
"2015-08-03 00:00:00","<rust>","3","0","4","1","2"
"2016-04-05 00:00:00","<rust>","1","0","4","4","2"
"2017-06-15 00:00:00","<perl>","0","0","6","5","3"
"2011-04-18 00:00:00","<perl>","","","2","1","1"
"2012-12-19 00:00:00","<fortran>","","","1","3","1"
"2015-10-03 00:00:00","<rust>","1","0","1","","1"
"2016-01-03 00:00:00","<rust>","10","0","2","5","2"
"2017-05-26 00:00:00","<pascal>","","","2","","1"
"2011-02-23 00:00:00","<perl>","3","0","18","9","6"
"2011-03-24 00:00:00","<perl>","","","3","1","1"
"2017-12-28 00:00:00","<rust>","1","0","6","1","5"
"2010-06-13 00:00:00","<perl>","","","2","1","1"
"2017-03-15 00:00:00","<fortran>","2","0","1","","1"
"2012-11-23 00:00:00","<fortran>","3","0","2","","2"
"2011-03-09 00:00:00","<fortran>","","","2","","1"
"2016-05-12 00:00:00","<perl>","11","1","13","12","7"
"2014-12-07 00:00:00","<fortran>","2","0","1","","1"
"2016-05-24 00:00:00","<fortran>","","","","6","1"
"2014-09-21 00:00:00","<perl>","4","1","3","1","1"
"2014-08-16 00:00:00","<rust>","2","0","3","","2"
"2017-03-26 00:00:00","<perl>","-3","0","3","","1"
"2017-08-04 00:00:00","<perl>","1","1","4","5","2"
"2017-04-27 00:00:00","<rust>","1","0","2","2","1"
"2016-12-19 00:00:00","<rust>","","","1","","1"
"2010-02-23 00:00:00","<fortran>","1","0","4","","1"
"2012-03-06 00:00:00","<perl>","1","0","3","7","2"
"2017-01-24 00:00:00","<perl>","3","0","3","26","3"
"2014-07-03 00:00:00","<perl>","12","0","4","10","4"
"2010-11-12 00:00:00","<perl>","2","0","6","5","2"
"2011-11-16 00:00:00","<perl>","6","0","15","13","6"
"2017-03-21 00:00:00","<rust>","2","0","2","2","2"
"2012-07-30 00:00:00","<perl>","6","3","21","9","7"
"2017-04-01 00:00:00","<perl>","5","0","6","8","4"
"2014-11-28 00:00:00","<rust>","3","1","5","7","2"
"2016-02-03 00:00:00","<rust>","17","0","8","4","4"
"2015-09-13 00:00:00","<perl>","0","0","3","6","1"
"2017-06-19 00:00:00","<perl>","9","0","6","7","3"
"2014-05-22 00:00:00","<perl>","-1","2","14","41","9"
"2015-01-22 00:00:00","<fortran>","","","1","3","1"
"2015-05-07 00:00:00","<rust>","5","0","2","","2"
"2011-01-13 00:00:00","<perl>","14","1","19","12","7"
"2016-07-27 00:00:00","<perl>","5","1","5","3","4"
"2010-10-17 00:00:00","<perl>","","","4","3","1"
"2017-09-30 00:00:00","<fortran>","1","0","2","","1"
"2014-12-24 00:00:00","<perl>","-2","2","4","18","4"
"2010-07-11 00:00:00","<perl>","20","2","16","4","5"
"2013-05-26 00:00:00","<rust>","1","0","1","","1"
"2017-11-08 00:00:00","<fortran>","","","1","2","1"
"2011-05-28 00:00:00","<perl>","","","1","","1"
"2014-10-02 00:00:00","<perl>","-1","0","6","1","3"
"2016-12-28 00:00:00","<rust>","8","0","1","","1"
"2011-04-08 00:00:00","<perl>","1","0","4","2","3"
"2015-06-23 00:00:00","<perl>","1","0","3","10","4"
"2016-07-11 00:00:00","<rust>","9","0","7","13","5"
"2010-11-08 00:00:00","<perl>","4","0","10","6","5"
"2014-08-09 00:00:00","<rust>","3","0","5","2","3"
"2013-03-08 00:00:00","<perl>","2","0","12","11","6"
"2016-11-08 00:00:00","<perl>","3","2","1","1","1"
"2017-05-30 00:00:00","<perl>","0","2","6","16","5"
"2017-06-02 00:00:00","<perl>","0","0","7","7","4"
"2012-09-26 00:00:00","<perl>","4","0","11","14","5"
"2016-12-21 00:00:00","<perl>","-2","1","7","16","5"
"2013-03-10 00:00:00","<fortran>","","","1","","1"
"2016-12-07 00:00:00","<rust>","19","2","3","5","2"
"2011-11-02 00:00:00","<perl>","-5","0","3","9","1"
"2017-11-03 00:00:00","<rust>","","","1","7","2"
"2015-04-25 00:00:00","<perl>","4","0","8","10","4"
"2010-12-06 00:00:00","<perl>","2","0","9","7","3"
"2015-12-06 00:00:00","<rust>","7","1","","3","1"
"2017-01-15 00:00:00","<perl>","1","0","3","3","2"
"2014-05-06 00:00:00","<perl>","-5","0","8","14","7"
"2014-12-06 00:00:00","<perl>","1","0","1","5","2"
"2015-06-20 00:00:00","<rust>","8","0","2","","2"
"2010-07-19 00:00:00","<perl>","4","0","2","","1"
"2017-09-08 00:00:00","<rust>","2","0","","6","1"
"2016-09-15 00:00:00","<fortran>","1","0","1","6","1"
"2014-10-29 00:00:00","<fortran>","-6","0","1","3","1"
"2012-07-24 00:00:00","<perl>","0","0","9","4","3"
"2017-01-05 00:00:00","<perl>","1","0","2","10","2"
"2010-02-18 00:00:00","<perl>","3","0","4","1","1"
"2017-11-02 00:00:00","<rust>","7","0","3","14","4"
"2014-09-01 00:00:00","<perl>","1","0","8","5","4"
"2017-05-13 00:00:00","<perl>","-1","0","1","4","1"
"2016-02-20 00:00:00","<rust>","0","0","1","","1"
"2014-07-22 00:00:00","<perl>","8","1","8","8","4"
"2010-04-30 00:00:00","<perl>","-3","0","1","2","1"
"2014-11-12 00:00:00","<fortran>","","","1","","1"
"2017-08-11 00:00:00","<rust>","6","0","2","3","2"
"2016-07-23 00:00:00","<fortran>","","","","12","1"
"2017-08-08 00:00:00","<fortran>","","","1","1","1"
"2016-10-05 00:00:00","<perl>","","","1","2","1"
"2017-11-10 00:00:00","<rust>","-1","0","3","3","3"
"2013-11-12 00:00:00","<fortran>","","","","2","1"
"2016-04-24 00:00:00","<perl>","1","1","6","8","2"
"2017-12-09 00:00:00","<perl>","-2","0","1","10","1"
"2013-04-18 00:00:00","<fortran>","","","2","2","2"
"2012-09-10 00:00:00","<perl>","2","0","4","4","3"
"2014-07-02 00:00:00","<rust>","4","0","4","1","2"
"2017-08-28 00:00:00","<perl>","1","1","1","13","2"
"2011-11-28 00:00:00","<perl>","3","0","13","14","5"
"2013-11-28 00:00:00","<perl>","3","1","6","3","2"
"2016-05-17 00:00:00","<fortran>","","","1","2","1"
"2009-12-01 00:00:00","<perl>","12","3","20","24","3"
"2013-01-15 00:00:00","<perl>","7","2","8","7","3"
"2017-07-29 00:00:00","<rust>","0","0","1","1","1"
"2012-12-25 00:00:00","<pascal>","","","2","4","1"
"2013-02-28 00:00:00","<perl>","6","0","8","8","3"
"2017-11-06 00:00:00","<perl>","-1","0","5","5","1"
"2015-10-09 00:00:00","<pascal>","-2","0","1","6","1"
"2013-01-23 00:00:00","<perl>","0","0","3","7","2"
"2014-01-20 00:00:00","<rust>","1","0","2","","1"
"2012-04-18 00:00:00","<perl>","4","0","12","1","4"
"2012-12-20 00:00:00","<perl>","0","0","4","6","3"
"2015-10-26 00:00:00","<perl>","2","0","7","13","3"
"2010-07-22 00:00:00","<perl>","","","5","3","2"
"2009-08-13 00:00:00","<perl>","4","0","1","1","1"
"2016-05-22 00:00:00","<rust>","10","0","4","2","4"
"2012-02-22 00:00:00","<perl>","1","1","8","3","3"
"2013-02-04 00:00:00","<fortran>","2","0","1","1","1"
"2015-08-12 00:00:00","<rust>","","","2","","1"
"2013-08-28 00:00:00","<rust>","8","0","2","","1"
"2011-05-09 00:00:00","<perl>","2","0","1","3","1"
"2015-02-19 00:00:00","<rust>","15","3","7","12","7"
"2012-04-04 00:00:00","<fortran>","-1","0","2","2","1"
"2013-06-21 00:00:00","<perl>","3","1","8","24","4"
"2015-01-01 00:00:00","<rust>","1","1","3","","1"
"2017-03-07 00:00:00","<rust>","2","0","2","3","1"
"2010-01-29 00:00:00","<perl>","13","0","9","3","2"
"2016-02-28 00:00:00","<rust>","7","0","2","1","2"
"2016-11-27 00:00:00","<perl>","2","0","7","9","3"
"2010-10-27 00:00:00","<perl>","3","1","14","8","3"
"2011-05-10 00:00:00","<perl>","4","1","18","9","7"
"2008-12-25 00:00:00","<perl>","9","1","11","5","1"
"2015-02-01 00:00:00","<perl>","1","0","2","1","1"
"2017-05-01 00:00:00","<fortran>","1","0","1","12","1"
"2012-03-19 00:00:00","<perl>","1","0","8","4","2"
"2014-07-24 00:00:00","<rust>","1","0","2","","1"
"2013-02-16 00:00:00","<fortran>","","","1","2","1"
"2012-01-17 00:00:00","<fortran>","2","0","1","11","1"
"2014-10-02 00:00:00","<fortran>","","","1","2","1"
"2012-06-04 00:00:00","<perl>","2","0","4","7","2"
"2017-07-20 00:00:00","<rust>","3","0","1","3","2"
"2009-10-23 00:00:00","<fortran>","1","0","1","3","1"
"2015-06-27 00:00:00","<perl>","-2","1","3","7","2"
"2016-09-18 00:00:00","<perl>","3","0","5","7","4"
"2014-09-23 00:00:00","<perl>","2","0","7","9","5"
"2016-10-31 00:00:00","<fortran>","1","0","2","6","2"
"2015-06-21 00:00:00","<rust>","2","0","3","","2"
"2012-08-01 00:00:00","<perl>","2","0","19","16","8"
"2015-01-09 00:00:00","<rust>","2","0","4","5","2"
"2017-07-07 00:00:00","<perl>","","","1","8","1"
"2017-12-21 00:00:00","<rust>","5","1","4","17","5"
"2015-04-28 00:00:00","<perl>","2","0","7","4","3"
"2014-02-23 00:00:00","<fortran>","1","0","1","4","1"
"2016-12-26 00:00:00","<rust>","9","0","2","3","2"
"2016-08-22 00:00:00","<perl>","-2","1","2","4","2"
"2015-06-30 00:00:00","<rust>","6","0","3","1","3"
"2016-05-20 00:00:00","<perl>","5","1","8","5","3"
"2012-02-26 00:00:00","<perl>","3","1","4","11","3"
"2009-11-09 00:00:00","<perl>","6","2","5","2","2"
"2014-05-20 00:00:00","<perl>","2","0","3","","2"
"2016-03-06 00:00:00","<perl>","1","0","3","","1"
"2011-12-15 00:00:00","<perl>","5","0","7","11","3"
"2012-03-30 00:00:00","<perl>","2","0","3","3","2"
"2014-01-26 00:00:00","<rust>","2","0","2","3","1"
"2017-02-10 00:00:00","<perl>","5","0","7","12","6"
"2017-02-22 00:00:00","<perl>","1","1","6","19","4"
"2012-08-05 00:00:00","<fortran>","2","0","3","","1"
"2014-12-24 00:00:00","<rust>","2","0","2","2","2"
"2016-06-29 00:00:00","<rust>","10","2","6","2","4"
"2011-10-17 00:00:00","<perl>","","","6","","2"
"2017-05-27 00:00:00","<rust>","","","1","","1"
"2012-06-07 00:00:00","<perl>","-1","0","2","6","2"
"2017-12-13 00:00:00","<fortran>","2","0","2","3","1"
"2010-11-17 00:00:00","<pascal>","","","1","","1"
"2009-01-18 00:00:00","<perl>","9","4","3","","1"
"2015-01-24 00:00:00","<rust>","1","0","8","7","7"
"2014-11-25 00:00:00","<perl>","","","1","1","1"
"2012-11-21 00:00:00","<perl>","8","0","11","6","6"
"2012-02-20 00:00:00","<perl>","5","0","14","9","5"
"2016-12-30 00:00:00","<rust>","2","1","2","4","2"
"2013-04-09 00:00:00","<perl>","0","0","11","19","7"
"2012-12-09 00:00:00","<perl>","","","2","","1"
"2017-02-21 00:00:00","<pascal>","","","1","","1"
"2015-04-27 00:00:00","<rust>","6","1","7","5","5"
"2017-01-20 00:00:00","<perl>","0","0","2","","1"
"2014-06-13 00:00:00","<perl>","8","1","4","7","3"
"2017-06-26 00:00:00","<perl>","-1","2","2","6","2"
"2011-08-18 00:00:00","<perl>","-1","4","18","13","8"
"2015-11-21 00:00:00","<rust>","3","0","2","1","2"
"2015-02-25 00:00:00","<perl>","4","3","4","8","4"
"2013-05-08 00:00:00","<perl>","6","1","7","11","7"
"2014-10-08 00:00:00","<perl>","1","1","5","8","3"
"2016-07-18 00:00:00","<pascal>","3","0","3","5","1"
"2009-04-13 00:00:00","<perl>","5","0","1","","1"
"2012-09-07 00:00:00","<perl>","1","0","9","4","2"
"2017-02-27 00:00:00","<rust>","3","0","2","","1"
"2014-01-04 00:00:00","<perl>","","","1","4","1"
"2014-11-13 00:00:00","<rust>","1","0","1","5","1"
"2013-10-07 00:00:00","<perl>","3","1","13","12","6"
"2017-03-20 00:00:00","<rust>","6","0","8","23","6"
"2016-12-01 00:00:00","<rust>","1","0","2","5","2"
"2016-01-27 00:00:00","<pascal>","-2","0","1","6","1"
"2013-09-08 00:00:00","<perl>","4","0","7","6","2"
"2015-11-02 00:00:00","<rust>","2","0","3","","2"
"2011-09-30 00:00:00","<perl>","-3","1","5","13","4"
"2016-06-28 00:00:00","<rust>","11","0","8","11","5"
"2017-01-16 00:00:00","<rust>","3","0","2","","1"
"2014-08-18 00:00:00","<fortran>","1","0","1","9","1"
"2010-03-22 00:00:00","<perl>","4","1","4","4","1"
"2012-05-24 00:00:00","<perl>","7","1","11","10","3"
"2017-09-24 00:00:00","<rust>","5","0","4","3","2"
"2013-04-27 00:00:00","<rust>","1","0","1","3","1"
"2017-05-03 00:00:00","<perl>","-1","0","6","11","5"
"2012-10-22 00:00:00","<perl>","-4","0","16","20","8"
"2014-04-23 00:00:00","<pascal>","","","1","5","1"
"2016-05-03 00:00:00","<perl>","9","1","4","7","4"
"2014-10-25 00:00:00","<fortran>","","","1","","1"
"2017-05-22 00:00:00","<rust>","1","0","2","2","2"
"2015-07-26 00:00:00","<perl>","0","0","","5","1"
"2014-11-20 00:00:00","<perl>","1","2","11","4","5"
"2017-07-04 00:00:00","<fortran>","","","1","4","1"
"2010-06-25 00:00:00","<perl>","7","0","7","2","3"
"2015-07-17 00:00:00","<perl>","-2","0","5","7","3"
"2013-07-08 00:00:00","<rust>","7","0","1","1","1"
"2017-04-14 00:00:00","<perl>","1","0","4","2","3"
"2017-04-28 00:00:00","<fortran>","0","1","1","4","1"
"2016-01-23 00:00:00","<rust>","9","0","5","9","4"
"2015-11-27 00:00:00","<perl>","","","2","3","1"
"2011-09-12 00:00:00","<perl>","3","0","4","7","2"
"2015-05-01 00:00:00","<perl>","0","0","2","1","1"
"2017-09-09 00:00:00","<rust>","","","3","14","6"
"2017-10-19 00:00:00","<rust>","16","0","1","3","2"
"2013-12-27 00:00:00","<perl>","","","2","6","1"
"2016-10-09 00:00:00","<perl>","1","0","3","","1"
"2014-11-04 00:00:00","<perl>","-3","1","12","19","8"
"2014-04-07 00:00:00","<perl>","0","1","6","8","4"
"2017-04-19 00:00:00","<pascal>","-3","0","1","3","1"
"2008-08-07 00:00:00","<perl>","5","0","3","","1"
"2014-11-23 00:00:00","<rust>","6","0","6","3","5"
"2017-07-19 00:00:00","<fortran>","","","1","6","1"
"2014-09-25 00:00:00","<perl>","6","1","9","40","9"
"2014-11-15 00:00:00","<rust>","2","0","6","4","3"
"2016-07-09 00:00:00","<rust>","7","0","1","","1"
"2017-05-26 00:00:00","<fortran>","3","0","1","5","2"
"2016-01-19 00:00:00","<perl>","2","0","4","6","2"
"2017-01-30 00:00:00","<rust>","3","0","4","2","3"
"2011-07-18 00:00:00","<perl>","9","1","6","17","4"
"2015-07-19 00:00:00","<rust>","14","0","4","3","5"
"2017-06-25 00:00:00","<rust>","-3","0","1","2","2"
"2017-06-15 00:00:00","<fortran>","2","1","1","6","1"
"2015-03-11 00:00:00","<rust>","6","0","7","10","5"
"2015-04-19 00:00:00","<rust>","3","0","3","5","3"
"2009-01-08 00:00:00","<perl>","","","1","2","1"
"2017-04-11 00:00:00","<pascal>","","","2","1","1"
"2014-10-10 00:00:00","<perl>","1","0","2","2","1"
"2012-04-30 00:00:00","<perl>","6","1","14","11","6"
"2017-01-28 00:00:00","<rust>","4","0","5","2","3"
"2016-03-27 00:00:00","<rust>","-4","0","7","9","6"
"2015-06-21 00:00:00","<pascal>","","","1","","1"
"2011-08-05 00:00:00","<perl>","12","1","19","7","8"
