post_date,tags,score_days,favourites_days,answers_days,comments_days,usage_cnt
"2015-03-14 00:00:00","<perl>","1","0","3","3","3"
"2014-07-05 00:00:00","<rust>","","","1","1","1"
"2013-06-14 00:00:00","<perl>","-2","0","18","15","9"
"2015-12-09 00:00:00","<perl>","-8","1","9","37","7"
"2014-06-08 00:00:00","<rust>","","","3","2","2"
"2014-04-03 00:00:00","<perl>","8","1","11","13","8"
"2011-11-05 00:00:00","<perl>","6","0","9","17","2"
"2010-10-28 00:00:00","<perl>","0","0","7","5","4"
"2014-08-13 00:00:00","<rust>","7","0","5","1","4"
"2016-02-26 00:00:00","<perl>","6","0","6","21","4"
"2017-06-09 00:00:00","<rust>","0","0","2","2","3"
"2016-08-09 00:00:00","<rust>","9","1","2","9","3"
"2014-05-16 00:00:00","<perl>","-2","0","5","5","3"
"2017-08-22 00:00:00","<perl>","-6","0","4","4","2"
"2015-03-29 00:00:00","<perl>","1","0","2","1","1"
"2015-02-06 00:00:00","<perl>","-7","0","6","14","5"
"2017-04-24 00:00:00","<perl>","9","0","5","3","2"
"2016-03-25 00:00:00","<rust>","4","0","1","5","2"
"2013-01-04 00:00:00","<fortran>","1","0","2","3","1"
"2017-05-02 00:00:00","<perl>","1","1","3","9","2"
"2016-12-20 00:00:00","<perl>","-5","1","8","6","4"
"2016-11-13 00:00:00","<fortran>","","","1","","1"
"2015-03-13 00:00:00","<fortran>","3","0","3","1","1"
"2014-04-22 00:00:00","<perl>","5","0","2","3","1"
"2017-10-01 00:00:00","<perl>","3","0","2","4","1"
"2014-07-18 00:00:00","<rust>","1","0","2","","1"
"2014-09-20 00:00:00","<perl>","-5","0","1","2","1"
"2016-10-23 00:00:00","<rust>","11","0","2","5","2"
"2015-04-28 00:00:00","<rust>","","","2","","1"
"2017-08-03 00:00:00","<perl>","2","0","2","","2"
"2013-10-13 00:00:00","<perl>","","","2","","1"
"2011-04-01 00:00:00","<perl>","4","1","8","8","4"
"2015-04-06 00:00:00","<perl>","","","2","","1"
"2017-11-12 00:00:00","<perl>","4","0","5","10","3"
"2016-04-21 00:00:00","<rust>","3","0","3","1","2"
"2009-12-12 00:00:00","<perl>","6","4","7","5","2"
"2017-01-17 00:00:00","<pascal>","","","1","2","1"
"2014-10-24 00:00:00","<perl>","5","0","9","5","3"
"2010-12-04 00:00:00","<perl>","2","0","2","","1"
"2017-03-13 00:00:00","<perl>","7","1","6","16","3"
"2012-11-12 00:00:00","<perl>","-5","0","7","2","4"
"2016-10-25 00:00:00","<rust>","2","0","3","1","3"
"2012-01-10 00:00:00","<perl>","4","1","6","5","5"
"2014-04-29 00:00:00","<pascal>","-4","0","1","4","1"
"2011-10-02 00:00:00","<perl>","1","0","4","1","2"
"2015-07-11 00:00:00","<perl>","2","0","2","12","2"
"2011-08-25 00:00:00","<perl>","3","1","16","11","8"
"2016-01-14 00:00:00","<perl>","2","0","2","2","2"
"2015-06-03 00:00:00","<perl>","1","1","4","24","4"
"2013-02-01 00:00:00","<perl>","2","0","8","5","4"
"2016-05-30 00:00:00","<fortran>","","","1","2","1"
"2014-09-11 00:00:00","<perl>","7","0","20","17","9"
"2015-04-10 00:00:00","<perl>","2","0","8","19","6"
"2016-06-22 00:00:00","<perl>","1","0","5","4","3"
"2012-11-01 00:00:00","<pascal>","1","0","1","","1"
"2013-06-30 00:00:00","<perl>","","","2","1","1"
"2013-04-13 00:00:00","<rust>","1","0","1","","1"
"2014-06-27 00:00:00","<rust>","","","3","","2"
"2015-06-07 00:00:00","<rust>","4","0","2","1","2"
"2011-05-22 00:00:00","<perl>","2","1","1","2","1"
"2015-12-11 00:00:00","<perl>","-5","1","8","11","5"
"2010-08-01 00:00:00","<perl>","6","1","2","","1"
"2015-05-05 00:00:00","<fortran>","1","0","2","5","1"
"2016-02-08 00:00:00","<fortran>","-4","0","2","6","1"
"2011-06-15 00:00:00","<perl>","7","0","5","4","2"
"2015-09-29 00:00:00","<perl>","25","7","1","6","1"
"2016-04-15 00:00:00","<rust>","0","1","1","6","2"
"2014-03-30 00:00:00","<perl>","","","1","1","1"
"2016-09-22 00:00:00","<pascal>","-2","0","1","6","1"
"2014-07-04 00:00:00","<perl>","-2","0","3","9","3"
"2015-10-08 00:00:00","<rust>","3","0","1","","1"
"2010-06-24 00:00:00","<perl>","4","1","16","4","8"
"2015-05-18 00:00:00","<rust>","4","0","1","1","2"
"2016-11-10 00:00:00","<rust>","4","1","2","4","2"
"2013-10-05 00:00:00","<perl>","0","0","2","1","1"
"2013-03-20 00:00:00","<perl>","4","1","10","9","6"
"2017-12-11 00:00:00","<rust>","3","0","1","3","1"
"2017-09-23 00:00:00","<pascal>","","","1","","1"
"2015-11-17 00:00:00","<perl>","1","0","3","3","2"
"2016-07-03 00:00:00","<rust>","7","0","9","1","6"
"2010-07-06 00:00:00","<perl>","1","0","2","","1"
"2011-08-20 00:00:00","<perl>","1","0","3","1","1"
"2017-07-15 00:00:00","<rust>","1","0","2","","2"
"2016-10-28 00:00:00","<rust>","9","0","9","23","7"
"2009-06-21 00:00:00","<perl>","2","1","2","1","1"
"2013-10-22 00:00:00","<rust>","","","1","","1"
"2017-04-30 00:00:00","<rust>","1","0","4","7","3"
"2015-10-01 00:00:00","<perl>","-2","0","5","16","3"
"2016-04-28 00:00:00","<rust>","1","0","2","4","1"
"2012-08-30 00:00:00","<fortran>","4","0","2","2","1"
"2009-06-13 00:00:00","<perl>","4","1","3","1","1"
"2012-04-11 00:00:00","<perl>","","","6","2","2"
"2015-11-16 00:00:00","<perl>","-7","0","8","20","6"
"2014-04-19 00:00:00","<perl>","-1","0","4","10","4"
"2011-08-29 00:00:00","<perl>","9","0","3","1","1"
"2014-11-04 00:00:00","<rust>","2","0","3","2","2"
"2010-11-05 00:00:00","<pascal>","","","4","","1"
"2013-01-22 00:00:00","<perl>","1","0","9","4","4"
"2012-05-08 00:00:00","<perl>","13","3","13","9","6"
"2016-06-12 00:00:00","<rust>","2","0","5","3","4"
"2014-09-09 00:00:00","<perl>","8","0","20","27","10"
"2014-04-09 00:00:00","<perl>","3","2","8","7","3"
"2010-08-23 00:00:00","<perl>","-2","0","1","5","1"
"2016-05-01 00:00:00","<fortran>","-3","0","1","","1"
"2016-04-25 00:00:00","<rust>","4","1","3","2","2"
"2017-02-26 00:00:00","<rust>","7","0","5","11","4"
"2015-05-07 00:00:00","<perl>","-4","1","11","24","7"
"2014-03-09 00:00:00","<perl>","5","0","4","15","3"
"2015-10-28 00:00:00","<perl>","-2","0","2","11","3"
"2011-03-21 00:00:00","<fortran>","","","3","","1"
"2015-12-19 00:00:00","<perl>","-2","0","3","10","2"
"2015-12-26 00:00:00","<pascal>","","","","7","1"
"2017-07-25 00:00:00","<fortran>","2","0","3","12","4"
"2015-01-06 00:00:00","<rust>","2","0","3","3","3"
"2013-10-08 00:00:00","<perl>","3","1","11","17","5"
"2013-01-30 00:00:00","<fortran>","","","1","","1"
"2016-07-07 00:00:00","<rust>","7","0","3","","3"
"2013-01-18 00:00:00","<perl>","4","0","12","28","9"
"2015-03-11 00:00:00","<fortran>","-2","0","1","1","1"
"2015-02-19 00:00:00","<perl>","3","1","6","10","5"
"2016-09-11 00:00:00","<perl>","-3","1","4","9","3"
"2016-11-01 00:00:00","<rust>","2","0","3","7","2"
"2012-03-23 00:00:00","<perl>","0","0","4","2","2"
"2017-06-16 00:00:00","<perl>","-2","0","2","","1"
"2010-05-06 00:00:00","<perl>","6","1","11","1","2"
"2009-07-22 00:00:00","<fortran>","","","1","","1"
"2014-02-18 00:00:00","<perl>","1","0","10","12","6"
"2013-12-13 00:00:00","<perl>","1","0","6","8","3"
"2015-05-25 00:00:00","<pascal>","1","0","1","4","1"
"2017-05-25 00:00:00","<perl>","4","1","3","1","1"
"2017-05-18 00:00:00","<perl>","-6","0","8","9","3"
"2009-06-15 00:00:00","<perl>","4","1","2","","1"
"2011-05-20 00:00:00","<perl>","","","4","4","1"
"2011-07-19 00:00:00","<perl>","5","0","17","14","6"
"2016-12-01 00:00:00","<pascal>","1","0","2","1","1"
"2015-04-18 00:00:00","<rust>","3","0","4","1","2"
"2017-07-17 00:00:00","<rust>","3","0","2","14","2"
"2012-11-29 00:00:00","<perl>","0","0","8","9","3"
"2014-08-30 00:00:00","<pascal>","-4","0","1","1","1"
"2014-09-22 00:00:00","<rust>","4","0","3","","2"
"2014-10-06 00:00:00","<rust>","5","1","3","","2"
"2017-01-08 00:00:00","<perl>","0","0","1","2","1"
"2017-09-28 00:00:00","<perl>","6","1","5","3","3"
"2017-12-30 00:00:00","<rust>","5","0","7","7","7"
"2015-01-25 00:00:00","<rust>","4","0","3","4","3"
"2015-07-27 00:00:00","<rust>","4","0","2","","1"
"2010-12-08 00:00:00","<perl>","0","1","2","2","3"
"2016-08-18 00:00:00","<rust>","2","0","5","10","4"
"2016-10-14 00:00:00","<rust>","9","0","5","11","5"
"2016-03-26 00:00:00","<rust>","2","0","2","","1"
"2015-04-12 00:00:00","<perl>","4","0","9","","5"
"2014-11-01 00:00:00","<perl>","-1","0","1","","1"
"2017-08-05 00:00:00","<rust>","0","0","2","5","2"
"2013-04-05 00:00:00","<perl>","2","0","9","7","5"
"2015-03-27 00:00:00","<perl>","","","2","2","2"
"2015-01-19 00:00:00","<fortran>","2","0","1","","1"
"2015-05-28 00:00:00","<perl>","5","1","8","6","4"
"2014-08-21 00:00:00","<fortran>","1","0","1","5","1"
"2016-07-28 00:00:00","<rust>","-1","0","1","1","1"
"2017-02-17 00:00:00","<perl>","3","3","8","10","5"
"2017-04-21 00:00:00","<rust>","1","0","2","","1"
"2012-05-22 00:00:00","<perl>","0","0","21","9","6"
"2014-09-30 00:00:00","<perl>","3","0","12","11","4"
"2016-10-07 00:00:00","<fortran>","","","2","1","1"
"2012-02-25 00:00:00","<perl>","0","0","1","5","1"
"2012-07-26 00:00:00","<perl>","0","1","13","21","6"
"2016-09-21 00:00:00","<perl>","3","0","4","12","4"
"2016-11-07 00:00:00","<fortran>","","","1","5","1"
"2017-07-10 00:00:00","<perl>","2","0","3","26","3"
"2017-08-17 00:00:00","<rust>","0","1","1","1","1"
"2014-12-13 00:00:00","<fortran>","1","0","2","8","2"
"2012-01-24 00:00:00","<fortran>","3","2","1","2","1"
"2017-08-10 00:00:00","<rust>","26","4","6","18","4"
"2014-01-21 00:00:00","<rust>","1","0","2","","1"
"2015-08-20 00:00:00","<rust>","7","0","5","1","2"
"2011-09-25 00:00:00","<perl>","3","0","3","4","2"
"2015-08-21 00:00:00","<fortran>","","","3","","1"
"2010-12-31 00:00:00","<pascal>","","","2","","1"
"2010-04-10 00:00:00","<perl>","2","0","2","2","1"
"2015-02-22 00:00:00","<rust>","8","1","4","2","4"
"2013-09-05 00:00:00","<perl>","-9","0","12","8","5"
"2010-05-07 00:00:00","<perl>","2","3","2","2","1"
"2015-08-01 00:00:00","<rust>","3","0","1","1","1"
"2009-09-11 00:00:00","<perl>","","","2","","1"
"2009-04-09 00:00:00","<perl>","","","6","","1"
"2015-08-12 00:00:00","<perl>","-4","0","5","15","4"
"2016-10-09 00:00:00","<fortran>","2","0","1","2","1"
"2011-05-27 00:00:00","<perl>","7","0","13","5","7"
"2014-12-15 00:00:00","<perl>","2","0","5","3","4"
"2015-09-07 00:00:00","<rust>","8","1","5","","3"
"2017-07-18 00:00:00","<fortran>","1","0","1","3","1"
"2017-07-07 00:00:00","<fortran>","","","","1","1"
"2017-07-22 00:00:00","<perl>","1","2","4","12","3"
"2010-04-13 00:00:00","<perl>","11","2","10","5","3"
"2011-04-20 00:00:00","<perl>","1","1","7","1","4"
"2013-06-19 00:00:00","<fortran>","","","1","","1"
"2011-11-03 00:00:00","<perl>","17","1","14","19","6"
"2010-04-02 00:00:00","<perl>","1","3","1","1","1"
"2014-12-13 00:00:00","<rust>","","","1","4","1"
"2013-05-31 00:00:00","<perl>","20","0","15","21","8"
"2013-09-12 00:00:00","<perl>","-2","0","10","8","6"
"2015-08-29 00:00:00","<rust>","10","0","5","4","5"
"2015-07-25 00:00:00","<perl>","","","1","4","1"
"2013-04-10 00:00:00","<perl>","13","2","9","9","4"
"2017-10-20 00:00:00","<rust>","1","0","2","1","2"
"2015-03-16 00:00:00","<rust>","4","0","7","6","4"
"2015-11-06 00:00:00","<rust>","0","0","1","","1"
"2009-10-19 00:00:00","<perl>","7","1","6","5","1"
"2010-03-15 00:00:00","<perl>","0","0","2","3","1"
"2013-02-27 00:00:00","<perl>","5","0","18","14","8"
"2010-01-08 00:00:00","<perl>","0","1","8","","1"
"2016-02-17 00:00:00","<pascal>","3","0","3","7","1"
"2010-04-12 00:00:00","<perl>","1","1","2","","1"
"2017-06-08 00:00:00","<perl>","-1","0","3","13","2"
"2017-09-14 00:00:00","<perl>","41","2","4","16","2"
"2011-09-29 00:00:00","<perl>","2","0","2","","1"
"2015-07-05 00:00:00","<rust>","11","0","5","4","5"
"2015-03-03 00:00:00","<perl>","0","0","4","31","3"
"2016-04-19 00:00:00","<rust>","-1","0","1","4","1"
"2011-07-13 00:00:00","<perl>","6","2","8","8","5"
"2016-08-24 00:00:00","<perl>","4","0","4","10","4"
"2010-12-27 00:00:00","<perl>","2","1","6","3","3"
"2015-09-09 00:00:00","<perl>","1","0","9","8","4"
"2015-12-26 00:00:00","<perl>","1","0","1","2","1"
"2017-09-03 00:00:00","<fortran>","1","0","1","2","1"
"2016-05-29 00:00:00","<perl>","","","6","2","4"
"2015-07-23 00:00:00","<fortran>","1","0","2","7","1"
"2011-03-14 00:00:00","<perl>","2","0","4","1","3"
"2010-01-12 00:00:00","<perl>","0","0","2","","1"
"2010-10-14 00:00:00","<perl>","-1","1","10","5","4"
"2016-11-24 00:00:00","<rust>","6","0","2","14","2"
"2014-06-14 00:00:00","<fortran>","1","0","3","2","2"
"2016-07-20 00:00:00","<rust>","3","0","5","6","4"
"2015-09-08 00:00:00","<rust>","13","1","2","3","2"
"2015-12-29 00:00:00","<rust>","1","0","2","4","1"
"2015-10-06 00:00:00","<perl>","1","0","6","3","2"
"2017-07-30 00:00:00","<fortran>","2","0","1","5","1"
"2016-02-24 00:00:00","<rust>","19","3","1","","1"
"2014-12-31 00:00:00","<rust>","2","0","3","3","2"
"2016-01-13 00:00:00","<fortran>","","","1","3","1"
"2015-08-05 00:00:00","<perl>","-1","0","10","20","4"
"2017-10-16 00:00:00","<perl>","0","1","1","8","2"
"2011-05-21 00:00:00","<perl>","5","0","1","4","1"
"2013-08-23 00:00:00","<perl>","15","0","25","9","7"
"2016-07-05 00:00:00","<rust>","1","0","1","","1"
"2014-11-05 00:00:00","<perl>","0","0","11","12","5"
"2014-07-01 00:00:00","<rust>","4","0","3","5","3"
"2011-04-04 00:00:00","<perl>","7","0","7","","2"
"2017-06-29 00:00:00","<rust>","2","0","2","2","1"
"2010-01-25 00:00:00","<perl>","8","1","10","8","4"
"2014-08-23 00:00:00","<perl>","","","","3","1"
"2017-09-11 00:00:00","<perl>","1","0","3","3","1"
"2012-12-04 00:00:00","<fortran>","1","0","2","2","2"
"2016-01-29 00:00:00","<rust>","6","0","6","2","4"
"2009-12-06 00:00:00","<perl>","5","3","1","","1"
"2013-07-29 00:00:00","<perl>","6","0","9","12","5"
"2013-11-04 00:00:00","<rust>","","","2","","1"
"2011-08-28 00:00:00","<fortran>","2","0","2","","1"
"2015-09-28 00:00:00","<perl>","-3","0","4","6","3"
"2017-05-15 00:00:00","<perl>","-3","0","8","7","4"
"2016-05-05 00:00:00","<perl>","2","1","5","1","4"
"2014-07-25 00:00:00","<rust>","3","1","3","1","1"
"2012-01-09 00:00:00","<fortran>","","","2","1","1"
"2009-11-21 00:00:00","<perl>","5","1","9","","2"
"2017-12-15 00:00:00","<rust>","11","0","6","6","3"
"2009-08-21 00:00:00","<perl>","","","3","8","1"
"2011-03-27 00:00:00","<perl>","2","1","7","4","3"
"2016-03-22 00:00:00","<perl>","3","0","5","13","3"
"2011-10-19 00:00:00","<perl>","2","1","24","20","8"
"2009-04-17 00:00:00","<perl>","6","1","8","1","1"
"2017-05-09 00:00:00","<perl>","-2","3","12","21","7"
"2012-06-17 00:00:00","<fortran>","1","0","1","10","1"
"2016-12-13 00:00:00","<fortran>","","","","5","1"
"2016-06-18 00:00:00","<rust>","2","0","7","","3"
"2016-08-16 00:00:00","<perl>","0","0","4","8","3"
"2013-01-04 00:00:00","<perl>","2","0","7","3","3"
"2014-07-19 00:00:00","<rust>","","","1","","1"
"2017-03-29 00:00:00","<rust>","5","0","3","3","3"
"2012-07-27 00:00:00","<perl>","136","13","5","3","2"
"2016-06-30 00:00:00","<rust>","","","3","1","3"
"2014-02-16 00:00:00","<perl>","2","1","2","4","1"
"2014-12-08 00:00:00","<rust>","7","1","7","","4"
"2010-04-25 00:00:00","<perl>","3","0","7","3","2"
"2015-12-14 00:00:00","<perl>","-3","1","5","9","4"
"2014-09-18 00:00:00","<perl>","-3","4","12","20","6"
"2016-03-19 00:00:00","<rust>","0","0","2","","1"
"2016-12-22 00:00:00","<perl>","1","1","4","7","3"
"2016-10-30 00:00:00","<rust>","0","0","4","4","1"
"2017-12-31 00:00:00","<perl>","0","0","1","4","1"
"2015-05-22 00:00:00","<rust>","6","0","5","3","3"
"2016-03-18 00:00:00","<rust>","1","0","","3","1"
"2017-12-06 00:00:00","<rust>","-3","0","5","29","4"
"2013-12-03 00:00:00","<perl>","4","0","26","38","11"
"2016-01-30 00:00:00","<rust>","1","0","1","","1"
"2010-10-25 00:00:00","<perl>","2","2","3","3","2"
"2014-12-15 00:00:00","<rust>","8","0","9","2","4"
"2011-04-29 00:00:00","<perl>","","","2","","1"
"2015-09-21 00:00:00","<fortran>","1","0","2","15","2"
"2016-05-18 00:00:00","<fortran>","-3","0","1","3","1"
"2015-10-15 00:00:00","<rust>","6","0","3","4","2"
"2010-07-05 00:00:00","<perl>","5","0","4","11","3"
"2015-01-02 00:00:00","<pascal>","","","1","1","1"
"2009-10-06 00:00:00","<fortran>","2","0","4","6","2"
"2011-06-01 00:00:00","<perl>","7","0","5","1","2"
"2014-09-09 00:00:00","<fortran>","2","0","1","7","1"
"2013-05-31 00:00:00","<pascal>","-1","0","1","2","1"
"2015-12-13 00:00:00","<rust>","3","0","3","1","2"
"2013-05-16 00:00:00","<fortran>","","","3","2","2"
"2013-12-28 00:00:00","<perl>","","","2","4","1"
"2015-11-13 00:00:00","<rust>","2","0","3","6","3"
"2013-05-03 00:00:00","<perl>","4","1","18","14","10"
"2015-08-18 00:00:00","<perl>","-12","0","10","24","6"
"2016-04-22 00:00:00","<perl>","-6","0","2","10","2"
"2015-11-03 00:00:00","<perl>","0","1","9","4","4"
"2012-11-19 00:00:00","<perl>","24","5","14","16","7"
"2016-08-04 00:00:00","<perl>","-1","0","3","23","2"
"2012-12-18 00:00:00","<perl>","5","0","9","7","3"
"2014-10-22 00:00:00","<rust>","6","0","2","","2"
"2011-01-24 00:00:00","<perl>","0","2","3","4","1"
"2009-03-11 00:00:00","<perl>","5","0","11","2","2"
"2013-03-26 00:00:00","<perl>","-2","0","14","8","8"
"2014-07-29 00:00:00","<perl>","6","1","6","8","4"
"2014-08-05 00:00:00","<rust>","1","0","1","","1"
"2015-01-17 00:00:00","<perl>","","","1","","1"
"2015-06-26 00:00:00","<fortran>","","","1","","1"
"2016-06-24 00:00:00","<perl>","2","0","4","24","4"
"2009-10-20 00:00:00","<perl>","1","0","6","15","2"
"2016-09-09 00:00:00","<fortran>","1","0","3","3","2"
"2011-08-21 00:00:00","<perl>","8","3","5","4","2"
"2015-02-16 00:00:00","<perl>","-1","0","2","1","1"
"2012-12-04 00:00:00","<perl>","2","0","4","2","1"
"2015-11-02 00:00:00","<fortran>","-4","0","1","4","1"
"2017-10-02 00:00:00","<perl>","1","0","2","7","1"
"2014-01-18 00:00:00","<perl>","2","0","6","6","3"
"2012-07-27 00:00:00","<fortran>","","","1","1","1"
"2017-04-04 00:00:00","<perl>","7","0","6","27","8"
"2014-02-24 00:00:00","<perl>","-1","0","2","","1"
"2016-02-12 00:00:00","<pascal>","","","1","2","1"
"2015-04-04 00:00:00","<rust>","12","1","5","","4"
"2015-12-23 00:00:00","<rust>","5","0","4","4","4"
"2012-10-08 00:00:00","<fortran>","2","1","1","1","1"
"2017-01-02 00:00:00","<rust>","1","0","2","5","3"
"2015-07-29 00:00:00","<rust>","4","0","2","3","2"
"2013-09-07 00:00:00","<rust>","2","0","1","","1"
"2016-10-27 00:00:00","<rust>","6","0","2","","2"
"2012-09-24 00:00:00","<perl>","3","0","6","6","4"
"2013-02-05 00:00:00","<perl>","2","0","8","8","4"
"2016-04-06 00:00:00","<perl>","3","2","4","4","2"
"2014-03-15 00:00:00","<rust>","3","0","2","","1"
"2015-05-10 00:00:00","<rust>","4","0","2","7","2"
"2011-02-24 00:00:00","<perl>","3","3","12","7","5"
"2017-04-20 00:00:00","<fortran>","","","1","4","1"
"2016-01-24 00:00:00","<pascal>","","","1","7","1"
"2015-07-30 00:00:00","<fortran>","-1","0","1","6","1"
"2017-05-27 00:00:00","<fortran>","0","0","2","7","2"
"2016-10-18 00:00:00","<rust>","11","0","3","2","2"
"2014-04-08 00:00:00","<rust>","","","2","3","1"
"2016-11-11 00:00:00","<rust>","0","0","3","7","3"
"2014-10-19 00:00:00","<rust>","","","1","","1"
"2015-02-18 00:00:00","<rust>","6","1","5","2","4"
"2014-08-27 00:00:00","<fortran>","2","0","4","6","2"
"2016-08-18 00:00:00","<perl>","15","3","13","8","4"
"2015-01-19 00:00:00","<pascal>","","","2","","1"
"2011-09-03 00:00:00","<perl>","5","0","5","4","1"
"2017-08-31 00:00:00","<perl>","5","1","5","16","4"
