post_date,tags,score_sum,views,answers,favorites,comments,usage_cnt
"2012-07-17 00:00:00","<perl>","1","7754","8","1","6","5"
"2016-04-28 00:00:00","<rust>","2","423","2","","4","1"
"2017-12-31 00:00:00","<rust>","0","93","1","","5","2"
"2016-02-19 00:00:00","<perl>","-8","505","4","","7","2"
"2011-03-23 00:00:00","<fortran>","10","22029","6","4","5","1"
"2011-06-13 00:00:00","<perl>","3","492","6","","0","2"
"2017-08-19 00:00:00","<rust>","1","56","2","","2","1"
"2014-01-24 00:00:00","<rust>","7","3159","2","1","0","1"
"2016-03-16 00:00:00","<pascal>","0","35","1","","0","1"
"2009-10-28 00:00:00","<perl>","0","376","1","","0","1"
"2016-06-05 00:00:00","<perl>","1","112","2","","4","1"
"2014-04-20 00:00:00","<perl>","5","2248","6","2","0","2"
"2016-07-31 00:00:00","<rust>","9","129","1","1","5","1"
"2012-01-26 00:00:00","<fortran>","9","5720","1","5","0","1"
"2010-07-29 00:00:00","<perl>","7","2930","16","","12","7"
"2017-07-28 00:00:00","<perl>","0","287","3","1","10","3"
"2017-03-16 00:00:00","<perl>","11","574","5","3","16","4"
"2010-06-08 00:00:00","<pascal>","1","502","1","0","0","1"
"2014-07-16 00:00:00","<rust>","33","13510","7","5","0","3"
"2017-01-03 00:00:00","<rust>","6","796","4","1","14","4"
"2009-10-19 00:00:00","<perl>","11","1027","6","2","5","1"
"2017-08-24 00:00:00","<fortran>","1","65","1","","0","1"
"2014-08-26 00:00:00","<rust>","4","1752","2","","0","1"
"2012-04-18 00:00:00","<fortran>","1","505","1","","0","1"
"2011-05-08 00:00:00","<perl>","5","9590","9","2","1","2"
"2014-03-12 00:00:00","<rust>","2","1526","2","2","2","2"
"2011-03-14 00:00:00","<perl>","2","4810","4","","1","3"
"2011-02-06 00:00:00","<perl>","25","34700","4","6","0","1"
"2015-08-27 00:00:00","<perl>","1","391","7","","7","2"
"2016-04-18 00:00:00","<perl>","0","377","4","","10","3"
"2013-04-12 00:00:00","<perl>","2","502","4","1","1","2"
"2016-12-17 00:00:00","<pascal>","-1","60","1","","0","1"
"2013-10-12 00:00:00","<perl>","0","913","6","1","2","2"
"2014-03-15 00:00:00","<rust>","3","429","2","","0","1"
"2009-07-20 00:00:00","<perl>","-2","474","2","","10","1"
"2014-10-15 00:00:00","<perl>","2","665","7","","8","4"
"2016-02-07 00:00:00","<rust>","2","141","3","1","0","1"
"2011-12-06 00:00:00","<fortran>","1","409","2","","1","1"
"2012-10-03 00:00:00","<fortran>","0","863","3","","6","1"
"2014-05-23 00:00:00","<pascal>","1","86","1","","0","1"
"2014-06-20 00:00:00","<perl>","6","534","11","","6","5"
"2012-05-02 00:00:00","<perl>","11","574","6","2","0","2"
"2010-01-20 00:00:00","<fortran>","0","538","2","","0","1"
"2011-03-22 00:00:00","<perl>","1","2929","5","1","5","2"
"2010-05-25 00:00:00","<fortran>","2","2736","2","","2","1"
"2016-01-25 00:00:00","<fortran>","1","176","2","","10","1"
"2016-02-28 00:00:00","<pascal>","1","46","1","","0","1"
"2015-03-27 00:00:00","<rust>","2","1095","4","","13","4"
"2014-10-26 00:00:00","<rust>","10","6136","3","2","0","2"
"2011-07-14 00:00:00","<perl>","19","5712","18","2","9","8"
"2012-10-16 00:00:00","<perl>","4","5418","8","1","6","4"
"2015-02-01 00:00:00","<perl>","1","112","2","","1","1"
"2016-07-05 00:00:00","<rust>","1","63","1","","0","1"
"2011-06-19 00:00:00","<perl>","4","2737","5","1","0","1"
"2011-06-10 00:00:00","<perl>","26","18665","11","5","6","4"
"2016-05-05 00:00:00","<fortran>","0","55","1","","4","1"
"2014-06-23 00:00:00","<rust>","0","155","1","","0","1"
"2012-01-16 00:00:00","<perl>","2","1402","6","","7","3"
"2016-06-20 00:00:00","<rust>","12","932","6","1","12","5"
"2012-08-11 00:00:00","<perl>","-2","187","2","","0","1"
"2013-11-04 00:00:00","<perl>","0","428","3","","5","2"
"2017-09-04 00:00:00","<rust>","1","252","3","","7","3"
"2016-06-01 00:00:00","<rust>","4","146","1","","7","1"
"2011-05-19 00:00:00","<perl>","7","14244","9","4","3","3"
"2016-12-06 00:00:00","<perl>","3","229","7","","20","3"
"2014-09-19 00:00:00","<perl>","-2","492","10","","11","4"
"2014-10-22 00:00:00","<perl>","12","2806","14","2","34","9"
"2017-07-06 00:00:00","<perl>","-1","122","3","1","3","2"
"2008-09-22 00:00:00","<perl>","14","16712","14","5","0","1"
"2014-04-14 00:00:00","<fortran>","1","101","2","","2","1"
"2009-12-31 00:00:00","<perl>","5","298","3","","8","1"
"2012-03-10 00:00:00","<rust>","3","730","3","","4","2"
"2017-05-03 00:00:00","<rust>","6","357","3","1","0","1"
"2013-01-09 00:00:00","<perl>","21","2821","10","2","3","4"
"2015-09-03 00:00:00","<perl>","0","981","3","","4","2"
"2010-10-14 00:00:00","<perl>","6","19642","10","3","5","4"
"2011-07-23 00:00:00","<perl>","1","3047","6","1","0","1"
"2013-07-05 00:00:00","<perl>","27","13664","25","5","18","7"
"2013-09-18 00:00:00","<perl>","10","2910","7","3","12","5"
"2017-03-07 00:00:00","<rust>","2","390","2","","3","1"
"2017-10-20 00:00:00","<rust>","1","134","2","","1","2"
"2014-05-19 00:00:00","<perl>","8","1167","17","","9","8"
"2016-05-02 00:00:00","<perl>","3","336","5","","5","3"
"2011-08-04 00:00:00","<perl>","11","22334","8","1","5","5"
"2014-05-05 00:00:00","<perl>","9","2547","16","4","23","7"
"2017-11-30 00:00:00","<rust>","6","220","3","","3","2"
"2015-03-31 00:00:00","<rust>","6","1486","2","2","3","2"
"2016-05-16 00:00:00","<perl>","-1","326","6","","10","4"
"2016-03-21 00:00:00","<rust>","8","596","4","3","4","3"
"2013-06-29 00:00:00","<fortran>","3","189","2","","0","1"
"2014-09-08 00:00:00","<perl>","5","1158","7","","6","4"
"2016-02-22 00:00:00","<perl>","-1","896","5","","15","3"
"2012-11-15 00:00:00","<perl>","10","5481","15","1","15","7"
"2015-09-01 00:00:00","<perl>","-1","133","6","","4","2"
"2016-09-20 00:00:00","<perl>","-1","165","2","","17","2"
"2017-10-03 00:00:00","<rust>","0","219","1","","1","1"
"2017-07-25 00:00:00","<perl>","0","109","4","1","1","2"
"2015-09-22 00:00:00","<rust>","10","3743","1","","0","1"
"2013-10-07 00:00:00","<fortran>","1","3566","1","","13","2"
"2010-06-21 00:00:00","<perl>","18","10833","17","6","9","6"
"2012-02-23 00:00:00","<perl>","3","9343","9","1","5","4"
"2014-07-15 00:00:00","<rust>","27","5321","1","1","0","1"
"2014-08-22 00:00:00","<rust>","22","6943","3","5","0","1"
"2014-08-02 00:00:00","<perl>","7","15833","10","2","8","4"
"2017-09-20 00:00:00","<perl>","3","279","8","1","15","4"
"2016-10-04 00:00:00","<perl>","11","327","3","1","10","3"
"2014-04-12 00:00:00","<rust>","4","1485","1","","0","1"
"2014-08-05 00:00:00","<perl>","0","91","3","","0","2"
"2014-07-26 00:00:00","<perl>","8","616","8","1","8","5"
"2012-11-06 00:00:00","<perl>","3","1774","6","1","8","3"
