post_date,TagName,num_per_day
"2015-10-30 00:00:00","fortran","6"
"2014-10-17 00:00:00","java","1000"
"2008-08-18 00:00:00","php","13"
"2009-08-17 00:00:00","perl","18"
"2011-03-01 00:00:00","shell","33"
"2011-03-04 00:00:00","python","265"
"2012-08-16 00:00:00","sql","324"
"2012-11-20 00:00:00","delphi","33"
"2015-12-23 00:00:00","html","617"
"2009-03-08 00:00:00","cobol","2"
"2013-09-10 00:00:00","cobol","2"
"2014-10-12 00:00:00","c","147"
"2015-03-02 00:00:00","c++","349"
"2015-10-03 00:00:00","swift","111"
"2011-02-16 00:00:00","jquery","475"
"2013-08-06 00:00:00","jquery","917"
"2017-11-13 00:00:00","php","552"
"2016-02-03 00:00:00","go","26"
"2017-11-07 00:00:00","vba","96"
"2011-11-20 00:00:00","r","17"
"2016-10-24 00:00:00","css","422"
"2010-12-16 00:00:00","delphi","42"
"2011-08-18 00:00:00","javascript","748"
"2008-10-07 00:00:00","jquery","39"
"2016-11-27 00:00:00","fortran","2"
"2016-04-20 00:00:00","java","1215"
"2009-07-11 00:00:00","r","2"
"2011-07-19 00:00:00","sql","241"
"2010-02-20 00:00:00","php","183"
"2012-08-10 00:00:00","php","876"
"2010-09-15 00:00:00","perl","30"
"2016-01-03 00:00:00","scala","30"
"2016-12-10 00:00:00","go","17"
"2010-02-14 00:00:00","vba","4"
"2016-11-12 00:00:00","delphi","9"
"2016-07-22 00:00:00","c++","261"
"2010-07-27 00:00:00","fortran","2"
"2012-03-16 00:00:00","jquery","645"
"2015-02-08 00:00:00","jquery","355"
"2011-06-22 00:00:00","java","828"
"2009-09-01 00:00:00","scala","10"
"2016-06-17 00:00:00","vba","93"
"2012-10-15 00:00:00","python","396"
"2014-12-26 00:00:00","sql","142"
"2009-11-08 00:00:00","sql","46"
"2012-11-01 00:00:00","css","342"
"2015-04-22 00:00:00","css","530"
"2009-02-20 00:00:00","c++","153"
"2014-12-09 00:00:00","c++","436"
"2014-09-11 00:00:00","html","629"
"2013-05-15 00:00:00","jquery","915"
"2016-03-21 00:00:00","shell","52"
"2010-01-14 00:00:00","sql","126"
"2009-06-10 00:00:00","scala","4"
"2017-01-15 00:00:00","scala","36"
"2008-09-24 00:00:00","vba","15"
"2015-02-05 00:00:00","swift","179"
"2017-12-30 00:00:00","swift","105"
"2010-11-07 00:00:00","shell","7"
"2017-05-19 00:00:00","java","873"
"2014-11-29 00:00:00","java","605"
"2011-02-11 00:00:00","hadoop","6"
"2014-01-05 00:00:00","hadoop","7"
"2012-03-19 00:00:00","perl","41"
"2017-03-18 00:00:00","php","473"
"2017-08-31 00:00:00","css","447"
"2013-03-14 00:00:00","delphi","34"
"2012-04-02 00:00:00","c#","801"
"2017-12-28 00:00:00","c","108"
"2015-04-09 00:00:00","ruby","126"
"2010-07-12 00:00:00","pascal","1"
"2017-09-27 00:00:00","ruby","79"
"2013-04-21 00:00:00","html","319"
"2015-12-08 00:00:00","cobol","1"
"2011-12-24 00:00:00","jquery","269"
"2014-06-13 00:00:00","jquery","797"
"2017-05-07 00:00:00","jquery","256"
"2012-03-11 00:00:00","hadoop","3"
"2012-03-29 00:00:00","shell","42"
"2009-08-17 00:00:00","sql","102"
"2013-06-02 00:00:00","scala","33"
"2015-11-21 00:00:00","scala","33"
"2012-09-16 00:00:00","vba","4"
"2015-03-17 00:00:00","r","158"
"2016-08-09 00:00:00","swift","272"
"2009-10-09 00:00:00","shell","29"
"2010-10-20 00:00:00","c","138"
"2011-05-17 00:00:00","html","257"
"2009-08-14 00:00:00","jquery","111"
"2012-07-08 00:00:00","jquery","332"
"2011-02-28 00:00:00","java","653"
"2013-08-18 00:00:00","java","550"
"2014-11-13 00:00:00","sql","325"
"2017-10-07 00:00:00","sql","139"
"2016-07-12 00:00:00","java","817"
"2017-07-31 00:00:00","scala","87"
"2017-03-03 00:00:00","go","30"
"2017-10-07 00:00:00","rust","4"
"2017-02-22 00:00:00","swift","209"
"2016-01-01 00:00:00","python","342"
"2013-10-21 00:00:00","delphi","21"
"2008-09-04 00:00:00","javascript","38"
"2015-08-19 00:00:00","html","682"
"2010-10-13 00:00:00","jquery","355"
"2017-04-09 00:00:00","fortran","1"
"2014-09-23 00:00:00","hadoop","37"
"2010-04-02 00:00:00","perl","28"
"2015-08-15 00:00:00","perl","16"
"2017-07-10 00:00:00","php","677"
"2012-09-20 00:00:00","perl","54"
"2012-08-09 00:00:00","shell","63"
"2017-10-19 00:00:00","sql","284"
"2011-01-14 00:00:00","javascript","396"
"2011-02-09 00:00:00","c#","785"
"2014-09-20 00:00:00","cobol","1"
"2010-11-08 00:00:00","c","180"
"2017-02-13 00:00:00","jquery","536"
"2009-10-17 00:00:00","php","133"
"2013-11-18 00:00:00","swift","1"
"2012-12-20 00:00:00","sql","374"
"2013-04-22 00:00:00","ruby","106"
"2015-10-11 00:00:00","ruby","76"
"2017-03-12 00:00:00","rust","10"
"2013-12-04 00:00:00","vba","47"
"2016-10-28 00:00:00","vba","62"
"2013-04-30 00:00:00","r","99"
"2014-12-10 00:00:00","css","474"
"2011-04-10 00:00:00","c++","265"
"2009-10-03 00:00:00","javascript","73"
"2011-12-17 00:00:00","c#","264"
"2013-09-28 00:00:00","c++","265"
"2016-03-27 00:00:00","hadoop","10"
"2016-02-18 00:00:00","php","912"
"2012-06-25 00:00:00","scala","29"
"2017-08-12 00:00:00","scala","27"
"2009-02-04 00:00:00","vba","20"
"2013-04-11 00:00:00","python","451"
"2012-07-10 00:00:00","delphi","15"
"2015-06-04 00:00:00","delphi","20"
"2008-11-29 00:00:00","c++","37"
"2015-01-06 00:00:00","javascript","1067"
"2012-05-12 00:00:00","c","97"
"2013-11-16 00:00:00","hadoop","12"
"2017-11-10 00:00:00","swift","203"
"2010-12-27 00:00:00","shell","16"
"2013-06-16 00:00:00","shell","9"
"2014-05-12 00:00:00","sql","446"
"2013-10-09 00:00:00","php","1103"
"2014-11-04 00:00:00","scala","46"
"2013-07-22 00:00:00","go","24"
"2015-10-21 00:00:00","rust","5"
"2017-04-22 00:00:00","r","108"
"2014-05-29 00:00:00","r","123"
"2011-03-21 00:00:00","delphi","30"
"2015-12-30 00:00:00","c","180"
"2014-09-07 00:00:00","fortran","2"
"2009-07-26 00:00:00","php","151"
"2014-12-04 00:00:00","ruby","130"
"2013-02-06 00:00:00","r","118"
"2016-07-21 00:00:00","swift","256"
"2015-03-19 00:00:00","sql","300"
"2008-11-09 00:00:00","delphi","6"
"2016-03-22 00:00:00","css","373"
"2013-05-22 00:00:00","html","516"
"2010-10-18 00:00:00","c#","582"
"2011-03-02 00:00:00","c","256"
"2013-08-24 00:00:00","scala","26"
"2015-03-13 00:00:00","delphi","19"
"2011-01-11 00:00:00","html","293"
"2014-08-09 00:00:00","c","147"
"2009-11-15 00:00:00","javascript","109"
"2014-07-19 00:00:00","c#","279"
"2017-06-12 00:00:00","c#","514"
"2009-09-14 00:00:00","jquery","122"
"2010-10-01 00:00:00","hadoop","4"
"2017-11-22 00:00:00","pascal","2"
"2014-02-25 00:00:00","vba","67"
"2017-08-19 00:00:00","swift","141"
"2012-11-01 00:00:00","delphi","24"
"2014-08-05 00:00:00","c++","316"
"2012-09-03 00:00:00","c","177"
"2014-09-14 00:00:00","javascript","452"
"2013-02-21 00:00:00","jquery","849"
"2008-11-19 00:00:00","java","170"
"2014-09-22 00:00:00","scala","46"
"2013-01-23 00:00:00","pascal","1"
"2012-03-22 00:00:00","vba","31"
"2012-04-01 00:00:00","r","36"
"2008-08-18 00:00:00","delphi","5"
"2017-01-27 00:00:00","css","430"
"2012-08-03 00:00:00","c","187"
"2010-06-16 00:00:00","html","151"
"2016-04-03 00:00:00","html","368"
"2015-11-19 00:00:00","cobol","1"
"2015-04-17 00:00:00","python","694"
"2016-10-10 00:00:00","jquery","413"
"2010-09-03 00:00:00","java","423"
"2013-02-21 00:00:00","java","1140"
"2016-03-30 00:00:00","perl","34"
"2015-08-30 00:00:00","vba","24"
"2017-07-14 00:00:00","r","209"
"2016-04-13 00:00:00","c#","861"
"2013-11-23 00:00:00","html","420"
"2016-07-31 00:00:00","java","346"
"2010-07-10 00:00:00","hadoop","4"
"2012-12-28 00:00:00","hadoop","13"
"2015-10-15 00:00:00","php","768"
"2016-10-13 00:00:00","perl","37"
"2010-10-31 00:00:00","vba","1"
"2010-06-18 00:00:00","python","150"
"2012-08-10 00:00:00","delphi","26"
"2014-05-14 00:00:00","c++","391"
"2011-10-02 00:00:00","java","339"
"2011-01-23 00:00:00","hadoop","1"
"2009-01-20 00:00:00","perl","17"
"2016-12-27 00:00:00","scala","42"
"2014-06-21 00:00:00","ruby","91"
"2016-02-22 00:00:00","r","164"
"2015-01-17 00:00:00","swift","76"
"2009-08-28 00:00:00","css","68"
"2012-06-08 00:00:00","c++","338"
"2017-09-03 00:00:00","c#","244"
"2014-11-27 00:00:00","c++","332"
"2014-10-10 00:00:00","c#","703"
"2014-05-25 00:00:00","php","413"
"2015-05-24 00:00:00","perl","12"
"2009-08-22 00:00:00","ruby","24"
"2012-02-10 00:00:00","ruby","132"
"2010-06-23 00:00:00","pascal","1"
"2014-10-23 00:00:00","vba","49"
"2014-06-27 00:00:00","css","533"
"2017-05-21 00:00:00","css","203"
"2013-04-15 00:00:00","c++","436"
"2010-07-29 00:00:00","html","172"
"2011-11-21 00:00:00","javascript","674"
"2014-05-11 00:00:00","javascript","546"
"2011-09-09 00:00:00","sql","226"
"2016-12-19 00:00:00","rust","4"
"2009-12-24 00:00:00","vba","3"
"2009-07-30 00:00:00","r","10"
"2012-06-23 00:00:00","r","33"
"2012-02-06 00:00:00","shell","30"
"2015-08-09 00:00:00","python","330"
"2013-04-18 00:00:00","cobol","4"
"2015-10-04 00:00:00","c++","230"
"2008-10-26 00:00:00","jquery","8"
"2015-09-24 00:00:00","java","976"
"2012-10-30 00:00:00","java","924"
"2013-01-12 00:00:00","perl","30"
"2014-11-07 00:00:00","delphi","19"
"2017-02-23 00:00:00","javascript","1395"
"2010-03-04 00:00:00","c#","598"
"2016-05-04 00:00:00","c","141"
"2013-07-09 00:00:00","fortran","5"
"2017-08-17 00:00:00","jquery","502"
"2010-11-25 00:00:00","java","476"
"2017-07-19 00:00:00","pascal","1"
"2015-01-29 00:00:00","pascal","3"
"2014-01-11 00:00:00","shell","43"
"2012-12-23 00:00:00","css","193"
"2011-08-27 00:00:00","html","124"
"2009-10-08 00:00:00","fortran","2"
"2012-10-18 00:00:00","jquery","864"
"2014-03-03 00:00:00","php","1097"
"2017-06-13 00:00:00","go","37"
"2013-07-22 00:00:00","r","113"
"2013-06-17 00:00:00","delphi","28"
"2012-06-05 00:00:00","javascript","874"
"2009-02-03 00:00:00","c#","353"
"2009-11-06 00:00:00","c++","223"
"2017-06-02 00:00:00","c","145"
"2014-02-23 00:00:00","cobol","1"
"2009-04-30 00:00:00","ruby","62"
"2014-09-12 00:00:00","ruby","104"
"2015-09-08 00:00:00","rust","2"
"2010-01-19 00:00:00","shell","15"
"2009-02-24 00:00:00","c","82"
"2015-01-11 00:00:00","fortran","3"
"2009-07-05 00:00:00","java","108"
"2009-05-04 00:00:00","php","153"
"2011-10-23 00:00:00","php","333"
"2016-10-05 00:00:00","scala","58"
"2016-11-12 00:00:00","css","230"
"2010-04-30 00:00:00","javascript","217"
"2012-10-10 00:00:00","cobol","2"
"2016-07-22 00:00:00","javascript","1247"
"2015-07-10 00:00:00","c#","800"
"2016-12-06 00:00:00","c","201"
"2011-03-08 00:00:00","sql","218"
"2016-11-08 00:00:00","fortran","9"
"2008-11-02 00:00:00","php","41"
"2013-12-20 00:00:00","perl","57"
"2014-04-16 00:00:00","scala","50"
"2016-07-04 00:00:00","r","131"
"2013-08-10 00:00:00","r","47"
"2013-06-05 00:00:00","css","432"
"2017-06-02 00:00:00","html","598"
"2012-02-07 00:00:00","c","220"
"2016-04-25 00:00:00","fortran","2"
"2012-07-27 00:00:00","jquery","783"
"2008-12-08 00:00:00","java","126"
"2017-02-02 00:00:00","sql","347"
"2011-11-02 00:00:00","java","757"
"2009-05-18 00:00:00","php","126"
"2008-10-03 00:00:00","ruby","43"
"2017-03-13 00:00:00","swift","209"
"2010-06-01 00:00:00","shell","17"
"2009-01-07 00:00:00","python","90"
"2008-12-08 00:00:00","javascript","71"
"2011-11-02 00:00:00","javascript","701"
"2015-06-19 00:00:00","fortran","2"
"2010-03-18 00:00:00","jquery","197"
"2017-12-07 00:00:00","fortran","4"
"2017-09-29 00:00:00","java","684"
"2015-01-18 00:00:00","perl","12"
"2012-11-24 00:00:00","scala","22"
"2008-09-05 00:00:00","vba","1"
"2017-08-02 00:00:00","r","247"
"2017-10-29 00:00:00","python","557"
"2010-03-25 00:00:00","html","150"
"2017-02-04 00:00:00","javascript","694"
"2014-12-25 00:00:00","c#","211"
"2009-01-12 00:00:00","pascal","2"
"2016-08-15 00:00:00","rust","13"
"2015-01-07 00:00:00","vba","71"
"2017-06-27 00:00:00","vba","97"
"2015-10-22 00:00:00","swift","233"
"2008-11-27 00:00:00","shell","4"
"2012-12-30 00:00:00","python","233"
"2017-03-06 00:00:00","css","499"
"2015-10-08 00:00:00","delphi","21"
"2009-05-07 00:00:00","c++","226"
"2016-07-26 00:00:00","html","684"
"2012-11-30 00:00:00","javascript","826"
"2011-06-12 00:00:00","c","83"
"2011-01-08 00:00:00","r","5"
"2013-07-17 00:00:00","shell","55"
"2010-08-23 00:00:00","shell","7"
"2008-10-16 00:00:00","python","81"
"2009-04-06 00:00:00","sql","101"
"2017-09-17 00:00:00","jquery","214"
"2012-07-22 00:00:00","hadoop","5"
"2015-06-16 00:00:00","hadoop","34"
"2015-09-14 00:00:00","hadoop","28"
"2011-11-12 00:00:00","perl","23"
"2009-11-28 00:00:00","scala","8"
"2012-04-04 00:00:00","css","318"
"2017-08-17 00:00:00","css","390"
"2012-05-31 00:00:00","html","432"
"2009-09-14 00:00:00","c#","429"
"2009-12-11 00:00:00","html","122"
"2012-03-04 00:00:00","c#","375"
"2015-08-07 00:00:00","jquery","680"
"2009-09-24 00:00:00","java","203"
"2015-02-06 00:00:00","java","936"
"2013-05-05 00:00:00","hadoop","9"
"2011-10-22 00:00:00","r","15"
"2014-01-05 00:00:00","delphi","14"
"2009-04-25 00:00:00","javascript","82"
"2017-02-25 00:00:00","javascript","801"
"2015-11-24 00:00:00","cobol","1"
"2014-09-07 00:00:00","javascript","474"
"2013-09-25 00:00:00","fortran","3"
"2012-02-25 00:00:00","r","26"
"2017-10-07 00:00:00","shell","30"
"2015-09-26 00:00:00","python","387"
"2011-05-24 00:00:00","jquery","560"
"2014-07-04 00:00:00","hadoop","14"
"2016-09-15 00:00:00","ruby","107"
"2011-05-05 00:00:00","pascal","1"
"2014-03-29 00:00:00","pascal","2"
"2015-01-19 00:00:00","r","125"
"2017-06-14 00:00:00","delphi","11"
"2013-08-25 00:00:00","css","280"
"2010-08-08 00:00:00","c++","159"
"2009-05-16 00:00:00","html","18"
"2010-03-20 00:00:00","c","108"
"2016-04-08 00:00:00","c#","736"
"2009-10-16 00:00:00","r","10"
"2009-02-27 00:00:00","java","160"
"2011-10-31 00:00:00","perl","52"
"2010-04-03 00:00:00","scala","6"
"2011-11-17 00:00:00","ruby","114"
"2014-05-07 00:00:00","ruby","152"
"2017-10-03 00:00:00","go","25"
"2012-10-23 00:00:00","html","440"
"2013-04-17 00:00:00","javascript","1104"
"2017-02-13 00:00:00","c#","622"
"2017-09-17 00:00:00","fortran","5"
"2009-09-12 00:00:00","java","123"
"2015-04-09 00:00:00","perl","29"
"2011-11-15 00:00:00","scala","29"
"2009-07-08 00:00:00","ruby","53"
"2013-10-15 00:00:00","shell","59"
"2012-02-21 00:00:00","css","330"
"2008-10-28 00:00:00","c","55"
"2013-05-08 00:00:00","html","594"
"2013-01-04 00:00:00","jquery","674"
"2009-11-15 00:00:00","php","156"
"2012-05-05 00:00:00","php","508"
"2014-03-26 00:00:00","scala","67"
"2013-10-11 00:00:00","go","13"
"2011-04-20 00:00:00","r","38"
"2017-05-09 00:00:00","python","821"
"2008-12-15 00:00:00","delphi","21"
"2017-03-23 00:00:00","delphi","12"
"2015-09-29 00:00:00","c++","361"
"2010-05-17 00:00:00","c++","256"
"2010-11-03 00:00:00","cobol","1"
"2016-10-15 00:00:00","html","377"
"2010-04-01 00:00:00","python","150"
"2014-08-08 00:00:00","sql","388"
"2009-12-27 00:00:00","c","82"
"2014-05-16 00:00:00","javascript","812"
"2013-04-10 00:00:00","c++","506"
"2014-12-27 00:00:00","c#","250"
"2011-01-10 00:00:00","ruby","60"
"2016-11-26 00:00:00","go","16"
"2014-06-06 00:00:00","html","580"
"2017-02-11 00:00:00","java","475"
"2015-05-11 00:00:00","hadoop","41"
"2016-12-11 00:00:00","php","299"
"2012-09-28 00:00:00","go","9"
"2012-12-22 00:00:00","vba","5"
"2015-11-16 00:00:00","vba","77"
"2015-11-26 00:00:00","r","139"
"2014-01-06 00:00:00","shell","66"
"2016-11-30 00:00:00","shell","39"
"2008-08-06 00:00:00","c","2"
"2011-01-25 00:00:00","c","196"
"2013-12-19 00:00:00","c","256"
"2017-11-13 00:00:00","html","516"
"2011-01-04 00:00:00","c#","692"
"2014-08-31 00:00:00","c++","211"
"2010-08-16 00:00:00","sql","193"
"2013-07-10 00:00:00","sql","448"
"2009-11-19 00:00:00","jquery","208"
"2010-07-12 00:00:00","hadoop","1"
"2009-03-20 00:00:00","php","107"
"2012-02-12 00:00:00","php","507"
"2010-08-23 00:00:00","r","22"
"2014-03-24 00:00:00","python","618"
"2009-07-17 00:00:00","javascript","176"
"2015-12-09 00:00:00","html","683"
"2014-08-02 00:00:00","fortran","1"
"2015-09-22 00:00:00","java","1046"
"2016-11-12 00:00:00","hadoop","5"
"2011-08-24 00:00:00","scala","38"
"2009-09-29 00:00:00","ruby","44"
"2009-05-12 00:00:00","sql","147"
"2009-11-05 00:00:00","css","84"
"2010-05-05 00:00:00","javascript","283"
"2013-03-29 00:00:00","javascript","900"
"2008-11-26 00:00:00","c#","219"
"2011-05-17 00:00:00","c#","860"
"2014-01-07 00:00:00","c","257"
"2009-11-24 00:00:00","pascal","1"
"2015-06-03 00:00:00","rust","5"
"2013-08-05 00:00:00","r","101"
"2016-06-29 00:00:00","r","254"
"2011-05-24 00:00:00","python","255"
"2014-02-04 00:00:00","sql","529"
"2013-01-23 00:00:00","hadoop","12"
"2009-01-06 00:00:00","perl","31"
"2016-09-19 00:00:00","php","661"
"2017-04-14 00:00:00","perl","24"
"2011-07-14 00:00:00","ruby","106"
"2014-06-07 00:00:00","ruby","46"
"2009-04-22 00:00:00","css","46"
"2016-01-04 00:00:00","delphi","9"
"2009-12-30 00:00:00","html","119"
"2014-02-15 00:00:00","c++","307"
"2017-08-22 00:00:00","javascript","1178"
"2012-06-19 00:00:00","html","434"
"2016-08-05 00:00:00","c++","307"
"2015-02-25 00:00:00","java","1066"
"2017-03-25 00:00:00","scala","29"
"2009-07-03 00:00:00","sql","60"
"2017-01-13 00:00:00","css","439"
"2009-03-06 00:00:00","c++","169"
"2010-04-18 00:00:00","c#","237"
"2012-08-17 00:00:00","c","199"
"2011-04-26 00:00:00","fortran","2"
"2010-04-28 00:00:00","java","387"
"2009-07-12 00:00:00","php","104"
"2015-07-06 00:00:00","ruby","141"
"2016-12-05 00:00:00","rust","7"
"2015-09-13 00:00:00","vba","20"
"2017-07-28 00:00:00","r","235"
"2017-02-01 00:00:00","delphi","15"
"2010-09-12 00:00:00","css","53"
"2010-04-08 00:00:00","c","154"
"2015-04-22 00:00:00","cobol","1"
"2015-07-08 00:00:00","c++","395"
"2010-05-07 00:00:00","fortran","3"
"2013-12-18 00:00:00","perl","75"
"2011-10-17 00:00:00","shell","22"
"2013-01-04 00:00:00","python","392"
"2008-09-18 00:00:00","html","125"
"2015-07-12 00:00:00","css","240"
"2015-10-30 00:00:00","javascript","1156"
"2012-12-05 00:00:00","javascript","989"
"2008-12-17 00:00:00","c","28"
"2010-02-13 00:00:00","fortran","5"
"2011-05-27 00:00:00","java","674"
"2017-01-11 00:00:00","php","712"
"2010-06-25 00:00:00","scala","12"
"2008-10-21 00:00:00","python","64"
"2011-07-16 00:00:00","c++","252"
"2014-01-03 00:00:00","c++","405"
"2015-01-20 00:00:00","html","625"
"2009-02-17 00:00:00","c#","372"
"2009-04-20 00:00:00","php","145"
"2017-12-10 00:00:00","perl","2"
"2009-04-16 00:00:00","ruby","47"
"2016-02-13 00:00:00","pascal","3"
"2014-11-06 00:00:00","vba","72"
"2009-10-25 00:00:00","sql","34"
"2017-06-01 00:00:00","sql","330"
"2014-06-13 00:00:00","css","434"
"2010-03-23 00:00:00","html","133"
"2015-05-30 00:00:00","c","182"
"2013-05-29 00:00:00","jquery","947"
"2012-11-28 00:00:00","java","1118"
"2015-05-19 00:00:00","java","1074"
"2011-07-22 00:00:00","hadoop","8"
"2012-09-27 00:00:00","php","850"
"2014-12-26 00:00:00","r","58"
"2012-07-07 00:00:00","r","21"
"2015-10-19 00:00:00","sql","247"
"2012-01-12 00:00:00","delphi","29"
"2017-05-26 00:00:00","delphi","14"
"2010-12-31 00:00:00","javascript","243"
"2016-05-18 00:00:00","c","145"
"2016-06-16 00:00:00","fortran","4"
"2011-01-18 00:00:00","jquery","430"
"2011-06-25 00:00:00","shell","10"
"2010-05-15 00:00:00","ruby","25"
"2012-09-04 00:00:00","go","7"
"2015-12-05 00:00:00","vba","19"
"2010-02-26 00:00:00","r","9"
"2014-06-20 00:00:00","swift","91"
"2017-05-14 00:00:00","swift","124"
"2013-12-12 00:00:00","jquery","1001"
"2010-07-20 00:00:00","java","416"
"2013-06-13 00:00:00","java","1120"
"2012-07-10 00:00:00","hadoop","14"
"2017-11-22 00:00:00","hadoop","17"
"2010-05-19 00:00:00","php","378"
"2016-02-04 00:00:00","delphi","24"
"2015-01-08 00:00:00","html","704"
"2016-07-19 00:00:00","c#","696"
"2009-09-28 00:00:00","jquery","141"
"2012-03-18 00:00:00","jquery","269"
"2012-05-03 00:00:00","java","899"
"2012-12-20 00:00:00","r","60"
"2015-08-19 00:00:00","swift","279"
"2013-03-20 00:00:00","shell","65"
"2009-08-22 00:00:00","perl","9"
"2012-07-16 00:00:00","perl","66"
"2016-07-22 00:00:00","perl","28"
"2011-09-14 00:00:00","scala","42"
"2013-05-14 00:00:00","go","13"
"2008-11-02 00:00:00","html","27"
"2015-04-11 00:00:00","javascript","635"
"2009-06-23 00:00:00","javascript","184"
"2012-10-14 00:00:00","c++","291"
"2017-10-13 00:00:00","c","124"
"2013-04-12 00:00:00","c#","910"
"2009-02-02 00:00:00","r","2"
"2017-08-07 00:00:00","python","814"
"2012-01-13 00:00:00","sql","233"
"2014-12-07 00:00:00","sql","108"
"2017-05-27 00:00:00","sql","142"
"2012-07-19 00:00:00","cobol","3"
"2013-09-23 00:00:00","fortran","6"
"2009-12-25 00:00:00","jquery","59"
"2008-10-29 00:00:00","perl","12"
"2014-05-03 00:00:00","go","8"
"2016-02-05 00:00:00","vba","79"
"2010-04-20 00:00:00","css","95"
"2016-11-05 00:00:00","delphi","6"
"2010-01-20 00:00:00","c","123"
"2012-12-14 00:00:00","c","214"
"2012-11-16 00:00:00","fortran","9"
"2010-04-24 00:00:00","scala","9"
"2011-04-11 00:00:00","pascal","1"
"2015-03-29 00:00:00","python","409"
"2015-02-17 00:00:00","css","420"
"2011-09-16 00:00:00","c++","359"
"2010-08-05 00:00:00","c","142"
"2011-01-23 00:00:00","jquery","198"
"2013-12-17 00:00:00","jquery","936"
"2015-04-28 00:00:00","ruby","165"
"2013-06-04 00:00:00","sql","338"
"2017-10-16 00:00:00","ruby","44"
"2015-09-23 00:00:00","go","20"
"2008-11-27 00:00:00","vba","2"
"2010-03-03 00:00:00","r","11"
"2016-03-17 00:00:00","python","768"
"2010-05-30 00:00:00","python","74"
"2008-10-16 00:00:00","css","59"
"2011-09-10 00:00:00","css","165"
"2010-04-13 00:00:00","delphi","39"
"2013-11-07 00:00:00","javascript","1344"
"2017-10-18 00:00:00","c#","601"
"2015-06-17 00:00:00","c++","376"
"2013-03-25 00:00:00","shell","49"
"2009-12-20 00:00:00","hadoop","2"
"2011-04-24 00:00:00","ruby","86"
"2012-05-06 00:00:00","vba","7"
"2013-05-31 00:00:00","r","94"
"2014-05-20 00:00:00","swift","1"
"2016-11-07 00:00:00","swift","240"
"2010-10-27 00:00:00","delphi","39"
"2015-11-13 00:00:00","c#","695"
"2010-03-14 00:00:00","c++","151"
"2014-12-06 00:00:00","java","644"
"2010-01-01 00:00:00","php","183"
"2012-03-26 00:00:00","perl","39"
"2010-08-28 00:00:00","scala","4"
"2009-10-16 00:00:00","shell","7"
"2014-12-01 00:00:00","c","218"
"2011-06-25 00:00:00","c++","181"
"2015-09-07 00:00:00","html","522"
"2012-01-07 00:00:00","c","119"
"2015-09-03 00:00:00","perl","23"
"2017-05-28 00:00:00","scala","39"
"2010-03-08 00:00:00","python","229"
"2009-12-02 00:00:00","ruby","49"
"2012-10-26 00:00:00","ruby","121"
"2013-10-22 00:00:00","rust","3"
"2016-12-15 00:00:00","pascal","1"
"2011-08-05 00:00:00","r","44"
"2015-06-18 00:00:00","swift","235"
"2009-06-06 00:00:00","delphi","30"
"2009-01-08 00:00:00","javascript","111"
"2013-10-02 00:00:00","html","548"
"2009-02-13 00:00:00","c++","117"
"2008-12-27 00:00:00","c#","89"
"2017-09-20 00:00:00","javascript","1228"
"2013-08-15 00:00:00","python","523"
"2010-11-04 00:00:00","perl","54"
"2016-03-18 00:00:00","perl","37"
"2014-08-20 00:00:00","scala","89"
"2009-08-30 00:00:00","r","2"
"2017-12-06 00:00:00","r","242"
"2016-12-24 00:00:00","shell","12"
"2011-11-21 00:00:00","c#","850"
"2017-03-14 00:00:00","fortran","9"
"2011-05-17 00:00:00","jquery","590"
"2013-07-16 00:00:00","java","1043"
"2016-01-04 00:00:00","java","806"
"2011-07-06 00:00:00","php","684"
"2017-05-16 00:00:00","css","403"
"2013-09-17 00:00:00","cobol","2"
"2012-11-14 00:00:00","c++","460"
"2014-01-27 00:00:00","fortran","5"
"2014-01-29 00:00:00","java","1356"
"2016-01-30 00:00:00","hadoop","16"
"2010-01-07 00:00:00","shell","30"
"2010-12-31 00:00:00","ruby","61"
"2015-08-23 00:00:00","go","15"
"2013-04-16 00:00:00","pascal","3"
"2017-10-14 00:00:00","rust","9"
"2017-10-31 00:00:00","vba","99"
"2014-12-07 00:00:00","vba","20"
"2011-06-19 00:00:00","css","96"
"2016-12-06 00:00:00","delphi","19"
"2014-09-09 00:00:00","c","223"
"2016-04-23 00:00:00","c++","260"
"2016-01-27 00:00:00","cobol","1"
"2013-07-04 00:00:00","jquery","775"
"2013-09-17 00:00:00","go","14"
"2015-06-22 00:00:00","vba","87"
"2017-09-14 00:00:00","swift","228"
"2009-12-15 00:00:00","python","237"
"2012-06-04 00:00:00","python","318"
"2009-04-01 00:00:00","javascript","121"
"2012-09-08 00:00:00","java","424"
"2013-10-02 00:00:00","php","826"
"2012-06-17 00:00:00","perl","27"
"2017-09-19 00:00:00","scala","56"
"2014-12-23 00:00:00","ruby","125"
"2017-11-16 00:00:00","ruby","76"
"2014-05-15 00:00:00","pascal","3"
"2017-06-18 00:00:00","go","8"
"2017-03-17 00:00:00","shell","47"
"2016-12-11 00:00:00","c#","250"
"2014-06-23 00:00:00","c#","642"
"2017-06-26 00:00:00","jquery","419"
"2010-04-30 00:00:00","java","366"
"2012-04-30 00:00:00","hadoop","6"
"2017-09-12 00:00:00","hadoop","31"
"2010-02-23 00:00:00","ruby","47"
"2012-11-14 00:00:00","go","3"
"2016-12-24 00:00:00","vba","26"
"2015-05-06 00:00:00","r","185"
