post_date,tags,score_days,favourites_days,answers_days,comments_days,usage_cnt
"2008-12-29 00:00:00","<c++>","","","3","7","1"
"2009-01-03 00:00:00","<java>","","","6","3","1"
"2009-01-03 00:00:00","<python>","2","0","8","1","1"
"2009-01-04 00:00:00","<c#>","5","2","8","4","3"
"2009-01-04 00:00:00","<java>","4","1","6","","2"
"2009-01-09 00:00:00","<python>","6","3","5","","1"
"2009-01-09 00:00:00","<sql>","4","0","3","3","1"
"2009-01-10 00:00:00","<python>","1","1","6","","1"
"2009-01-11 00:00:00","<sql>","8","7","11","28","2"
"2009-01-12 00:00:00","<c>","9","2","30","2","1"
"2009-01-13 00:00:00","<c++>","5","3","5","","1"
"2009-01-14 00:00:00","<java>","","","1","1","1"
"2009-01-19 00:00:00","<python>","4","1","5","1","2"
"2009-01-20 00:00:00","<c#>","6","2","24","6","4"
"2009-01-20 00:00:00","<sql>","1","0","14","","2"
"2009-01-21 00:00:00","<ruby>","2","0","2","","1"
"2009-01-22 00:00:00","<c#>","6","5","7","","3"
"2009-01-22 00:00:00","<c++>","1","0","8","","2"
"2009-01-23 00:00:00","<c++>","7","1","9","7","3"
"2009-01-25 00:00:00","<c#>","1","0","4","","1"
"2009-01-26 00:00:00","<java>","2","4","12","","2"
"2009-01-28 00:00:00","<c++>","8","0","13","5","3"
"2009-01-30 00:00:00","<c#>","7","1","23","1","6"
"2009-01-30 00:00:00","<c>","","","8","","1"
"2009-02-01 00:00:00","<ruby>","3","1","1","","1"
"2009-02-02 00:00:00","<java>","3","1","11","5","2"
"2009-02-03 00:00:00","<c++>","4","0","4","1","2"
"2009-02-03 00:00:00","<sql>","","","4","2","2"
"2009-02-05 00:00:00","<c#>","4","1","14","2","3"
"2009-02-05 00:00:00","<sql>","1","0","8","2","2"
"2009-02-06 00:00:00","<c#>","6","0","27","","6"
"2008-08-08 00:00:00","<c#>","1","1","1","","1"
"2008-08-25 00:00:00","<python>","32","1","5","","1"
"2008-08-27 00:00:00","<sql>","1","0","3","","1"
"2008-08-28 00:00:00","<sql>","","","6","","1"
"2008-09-04 00:00:00","<sql>","4","0","8","","1"
"2008-09-11 00:00:00","<c++>","3","0","7","","1"
"2008-09-15 00:00:00","<python>","1","0","25","","1"
"2008-09-16 00:00:00","<java>","4","0","6","","1"
"2008-09-19 00:00:00","<c>","6","0","18","","1"
"2008-09-19 00:00:00","<python>","6","0","9","1","1"
"2008-09-23 00:00:00","<c#>","8","0","16","1","3"
"2008-09-23 00:00:00","<python>","1","0","4","","1"
"2008-09-26 00:00:00","<java>","1","0","2","1","1"
"2008-10-02 00:00:00","<c>","2","0","2","","1"
"2008-10-03 00:00:00","<java>","","","1","","1"
"2008-10-13 00:00:00","<c#>","10","2","12","","2"
"2008-10-15 00:00:00","<java>","","","4","","1"
"2008-10-20 00:00:00","<c#>","5","1","12","","3"
"2008-10-21 00:00:00","<c#>","6","1","15","4","4"
"2008-10-22 00:00:00","<c++>","10","0","2","","1"
"2008-10-23 00:00:00","<c>","1","0","6","1","2"
"2008-10-28 00:00:00","<c++>","0","1","3","","1"
"2008-10-29 00:00:00","<c#>","1","0","7","2","2"
"2008-10-31 00:00:00","<java>","","","5","","1"
"2008-11-02 00:00:00","<c#>","0","1","3","","1"
"2008-11-08 00:00:00","<c#>","2","0","1","","1"
"2008-11-10 00:00:00","<c#>","5","3","4","","1"
"2008-11-10 00:00:00","<ruby>","3","0","1","","1"
"2008-11-11 00:00:00","<c++>","2","0","1","","1"
"2008-11-12 00:00:00","<c>","5","4","24","2","1"
"2008-11-13 00:00:00","<python>","9","3","8","2","2"
"2008-11-16 00:00:00","<c++>","","","1","","1"
"2008-11-18 00:00:00","<python>","1","0","5","5","2"
"2008-11-20 00:00:00","<java>","0","0","10","1","2"
"2008-11-21 00:00:00","<c#>","1","0","1","","1"
"2008-11-22 00:00:00","<c#>","7","3","9","1","2"
"2008-11-24 00:00:00","<java>","2","0","11","4","4"
"2008-11-25 00:00:00","<c#>","2","1","19","","5"
"2008-11-25 00:00:00","<c++>","4","4","10","","1"
"2008-11-25 00:00:00","<java>","2","1","2","","1"
"2008-11-26 00:00:00","<java>","3","0","3","","1"
"2008-11-26 00:00:00","<sql>","18","2","16","","1"
"2008-11-27 00:00:00","<ruby>","","","2","2","1"
"2008-11-29 00:00:00","<c>","7","3","13","2","1"
"2008-12-01 00:00:00","<java>","13","5","11","","3"
"2008-12-06 00:00:00","<c++>","7","1","3","2","1"
"2008-12-10 00:00:00","<c++>","6","0","6","","1"
"2008-12-11 00:00:00","<sql>","","","2","","1"
"2008-12-13 00:00:00","<c>","2","1","6","","1"
"2008-12-16 00:00:00","<c++>","21","13","29","8","3"
"2008-12-16 00:00:00","<python>","1","0","3","","1"
"2008-12-17 00:00:00","<java>","3","0","","","1"
"2008-12-17 00:00:00","<ruby>","3","0","10","2","2"
"2008-12-18 00:00:00","<java>","7","2","23","1","3"
"2008-12-19 00:00:00","<c++>","3","0","7","","1"
"2008-12-20 00:00:00","<java>","4","0","9","5","1"
"2008-12-21 00:00:00","<c++>","3","1","4","","1"
"2008-12-22 00:00:00","<python>","3","0","9","","1"
"2008-12-23 00:00:00","<c++>","5","1","2","","1"
"2008-12-25 00:00:00","<ruby>","3","0","9","","1"
"2008-12-26 00:00:00","<c#>","-3","0","6","5","2"
"2008-12-30 00:00:00","<c#>","4","0","5","","1"
"2008-12-30 00:00:00","<c++>","3","1","4","2","1"
"2008-12-30 00:00:00","<python>","8","2","10","","2"
"2009-01-05 00:00:00","<c++>","3","0","4","","1"
"2009-01-05 00:00:00","<python>","0","1","12","2","2"
"2009-01-07 00:00:00","<sql>","2","0","8","1","1"
"2009-01-08 00:00:00","<c++>","","","5","","1"
"2009-01-08 00:00:00","<java>","1","1","1","","1"
"2009-01-09 00:00:00","<java>","3","0","18","1","2"
"2009-01-13 00:00:00","<java>","","","2","1","1"
"2009-01-13 00:00:00","<python>","1","0","4","","1"
"2009-01-19 00:00:00","<ruby>","2","0","2","","1"
"2009-01-21 00:00:00","<c#>","6","3","21","4","7"
"2009-01-21 00:00:00","<c++>","1","0","1","","1"
"2009-01-21 00:00:00","<python>","2","0","3","","1"
"2009-01-22 00:00:00","<c>","","","4","3","1"
"2009-01-23 00:00:00","<c#>","3","1","23","7","7"
"2009-01-23 00:00:00","<java>","1","0","8","1","2"
"2009-01-24 00:00:00","<c++>","1","1","3","","1"
"2009-01-27 00:00:00","<c++>","5","0","17","4","2"
"2009-01-28 00:00:00","<c#>","3","1","12","","3"
"2009-01-28 00:00:00","<python>","3","0","10","5","2"
"2009-01-28 00:00:00","<sql>","1","0","4","2","1"
"2009-01-29 00:00:00","<c#>","","","2","","1"
"2009-01-29 00:00:00","<c>","4","1","17","1","1"
"2009-01-31 00:00:00","<c#>","","","2","","1"
"2009-02-01 00:00:00","<c++>","0","0","6","6","2"
"2009-02-02 00:00:00","<c#>","9","2","28","","5"
"2009-02-03 00:00:00","<c>","2","0","4","2","1"
"2009-02-03 00:00:00","<python>","1","0","3","2","1"
"2009-02-03 00:00:00","<ruby>","3","0","10","1","2"
"2009-02-04 00:00:00","<c#>","8","1","12","","2"
"2009-02-04 00:00:00","<java>","1","0","6","","1"
"2009-02-05 00:00:00","<python>","5","0","18","10","2"
"2009-02-09 00:00:00","<c#>","1","0","5","","2"
"2009-02-09 00:00:00","<java>","0","1","2","","1"
"2009-02-10 00:00:00","<java>","2","0","4","","3"
"2009-02-10 00:00:00","<sql>","7","4","29","6","2"
"2009-02-12 00:00:00","<sql>","4","0","11","","3"
"2009-02-13 00:00:00","<c#>","","","8","3","2"
"2009-02-13 00:00:00","<java>","7","2","29","2","5"
"2009-02-14 00:00:00","<c#>","","","1","","1"
"2009-02-15 00:00:00","<c++>","3","2","6","1","2"
"2009-02-17 00:00:00","<c#>","2","1","12","1","3"
"2009-02-17 00:00:00","<c>","2","0","6","","1"
"2009-02-17 00:00:00","<sql>","2","1","8","","2"
"2009-02-18 00:00:00","<c++>","18","7","37","3","2"
"2009-02-18 00:00:00","<java>","1","0","2","4","2"
"2009-02-19 00:00:00","<c++>","6","0","18","","3"
"2009-02-19 00:00:00","<python>","6","11","12","1","1"
"2009-02-20 00:00:00","<sql>","3","0","8","1","2"
"2008-08-05 00:00:00","<python>","3","0","4","","1"
"2008-08-19 00:00:00","<c#>","1","0","8","","1"
"2008-08-27 00:00:00","<c#>","1","0","3","","1"
"2008-08-28 00:00:00","<python>","1","0","3","","1"
"2008-08-29 00:00:00","<python>","6","2","13","","1"
"2008-09-07 00:00:00","<c++>","5","0","6","","1"
"2008-09-10 00:00:00","<ruby>","2","0","3","","1"
"2008-09-15 00:00:00","<c#>","10","0","21","","3"
"2008-09-17 00:00:00","<ruby>","","","12","","2"
"2008-09-20 00:00:00","<c>","1","0","5","","1"
"2008-09-21 00:00:00","<c#>","3","0","6","5","2"
"2008-09-21 00:00:00","<sql>","1","0","14","","1"
"2008-09-22 00:00:00","<c#>","4","0","6","","2"
"2008-09-22 00:00:00","<c++>","6","0","4","3","1"
"2008-09-22 00:00:00","<python>","5","1","9","2","2"
"2008-09-22 00:00:00","<sql>","3","0","2","","1"
"2008-09-24 00:00:00","<python>","13","1","21","1","4"
"2008-09-27 00:00:00","<c#>","17","2","24","2","4"
"2008-09-29 00:00:00","<ruby>","20","0","21","","2"
"2008-10-03 00:00:00","<python>","3","2","3","","1"
"2008-10-03 00:00:00","<ruby>","1","0","1","","1"
"2008-10-06 00:00:00","<java>","3","1","6","2","2"
"2008-10-07 00:00:00","<c#>","2","1","14","","3"
"2008-10-09 00:00:00","<c#>","1","0","3","","1"
"2008-10-09 00:00:00","<c>","3","0","4","","1"
"2008-10-10 00:00:00","<c#>","9","0","19","","4"
"2008-10-10 00:00:00","<python>","3","0","15","1","2"
"2008-10-12 00:00:00","<java>","3","0","4","","2"
"2008-10-13 00:00:00","<c>","2","0","3","","1"
"2008-10-15 00:00:00","<c++>","2","2","5","1","1"
"2008-10-16 00:00:00","<c#>","6","1","13","2","2"
"2008-10-17 00:00:00","<c++>","9","1","18","1","2"
"2008-10-17 00:00:00","<c>","9","3","9","1","2"
"2008-10-20 00:00:00","<java>","6","3","9","","2"
"2008-10-21 00:00:00","<c++>","5","1","7","1","1"
"2008-10-22 00:00:00","<ruby>","5","1","2","","1"
"2008-10-23 00:00:00","<sql>","","","2","2","1"
"2008-10-25 00:00:00","<c++>","2","0","6","","2"
"2008-10-28 00:00:00","<python>","8","0","10","","2"
"2008-10-30 00:00:00","<c#>","1","1","5","1","2"
"2008-10-30 00:00:00","<sql>","0","0","3","","1"
"2008-11-04 00:00:00","<c++>","","","3","","1"
"2008-11-05 00:00:00","<sql>","3","1","3","2","1"
"2008-11-09 00:00:00","<c#>","4","2","5","","2"
"2008-11-14 00:00:00","<c++>","7","1","7","","2"
"2008-11-16 00:00:00","<sql>","","","5","","1"
"2008-11-17 00:00:00","<c#>","6","0","16","","2"
"2008-11-19 00:00:00","<c++>","1","1","9","1","2"
"2008-11-19 00:00:00","<ruby>","4","0","2","","1"
"2008-11-21 00:00:00","<c>","","","2","1","1"
"2008-11-21 00:00:00","<ruby>","3","0","4","","2"
"2008-11-21 00:00:00","<sql>","","","7","","1"
"2008-11-22 00:00:00","<c++>","","","3","2","1"
"2008-11-23 00:00:00","<c#>","","","1","","1"
"2008-11-23 00:00:00","<java>","3","1","6","","1"
"2008-11-28 00:00:00","<c#>","5","4","9","","3"
"2008-11-28 00:00:00","<ruby>","3","0","3","","1"
"2008-11-30 00:00:00","<ruby>","2","0","5","","1"
"2008-12-01 00:00:00","<python>","11","0","5","1","2"
"2008-12-02 00:00:00","<sql>","1","1","3","2","1"
"2008-12-03 00:00:00","<python>","6","1","10","1","2"
"2008-12-09 00:00:00","<c#>","1","2","6","1","2"
"2008-12-09 00:00:00","<python>","5","1","9","3","2"
"2008-12-09 00:00:00","<sql>","2","1","2","","1"
"2008-12-11 00:00:00","<ruby>","3","0","2","","1"
"2008-12-12 00:00:00","<c#>","5","3","9","2","2"
"2008-12-12 00:00:00","<c++>","2","0","1","3","1"
"2008-12-14 00:00:00","<python>","4","0","3","","1"
"2008-12-16 00:00:00","<ruby>","22","11","21","","2"
"2008-12-17 00:00:00","<c#>","1","1","13","2","3"
"2008-12-17 00:00:00","<python>","2","2","1","","1"
"2008-12-18 00:00:00","<c#>","5","2","5","1","3"
"2008-12-22 00:00:00","<java>","0","1","2","2","1"
"2008-12-23 00:00:00","<c>","6","2","9","5","1"
"2008-12-25 00:00:00","<c++>","2","1","8","3","1"
"2008-12-26 00:00:00","<python>","1","0","1","","1"
"2008-12-27 00:00:00","<c#>","4","1","6","","3"
"2008-12-27 00:00:00","<sql>","2","0","6","","1"
"2008-12-29 00:00:00","<c#>","1","0","3","","2"
"2008-12-29 00:00:00","<java>","2","0","8","5","1"
"2008-12-31 00:00:00","<c#>","1","0","3","","1"
"2008-12-31 00:00:00","<java>","4","0","21","","2"
"2009-01-03 00:00:00","<c++>","1","0","5","","1"
"2009-01-05 00:00:00","<c#>","9","1","35","","7"
"2009-01-06 00:00:00","<c#>","3","0","15","1","3"
"2009-01-06 00:00:00","<python>","1","0","2","","1"
"2009-01-07 00:00:00","<c++>","1","1","1","","1"
"2009-01-09 00:00:00","<c#>","19","3","12","1","4"
"2009-01-11 00:00:00","<c#>","0","1","6","5","2"
"2009-01-11 00:00:00","<java>","","","3","","1"
"2009-01-12 00:00:00","<c#>","9","4","40","2","6"
"2009-01-12 00:00:00","<java>","1","0","4","2","1"
"2009-01-13 00:00:00","<sql>","1","0","13","","2"
"2009-01-14 00:00:00","<python>","4","0","9","3","3"
"2009-01-16 00:00:00","<c#>","6","1","15","8","2"
"2009-01-16 00:00:00","<python>","0","0","6","","2"
"2009-01-16 00:00:00","<ruby>","7","3","7","","2"
"2009-01-17 00:00:00","<c++>","2","0","6","","1"
"2009-01-19 00:00:00","<sql>","5","2","3","","1"
"2009-01-20 00:00:00","<c++>","6","2","7","","1"
"2009-01-20 00:00:00","<c>","3","0","5","","1"
"2009-01-22 00:00:00","<ruby>","5","4","5","","1"
"2009-01-23 00:00:00","<ruby>","2","0","4","","1"
"2009-01-24 00:00:00","<ruby>","1","0","3","","1"
"2009-01-27 00:00:00","<c#>","-4","1","13","11","4"
"2009-01-27 00:00:00","<scala>","4","1","1","","1"
"2009-01-29 00:00:00","<java>","3","0","15","","4"
"2009-01-29 00:00:00","<python>","8","6","11","3","2"
"2009-01-30 00:00:00","<c++>","3","0","5","4","1"
"2009-02-04 00:00:00","<sql>","2","1","19","9","5"
"2009-02-07 00:00:00","<c#>","","","2","","1"
"2009-02-09 00:00:00","<ruby>","3","1","5","2","2"
"2008-08-21 00:00:00","<sql>","1","0","2","","1"
"2008-09-01 00:00:00","<ruby>","1","0","3","","1"
"2008-09-03 00:00:00","<sql>","6","0","9","","1"
"2008-09-09 00:00:00","<c#>","0","0","2","","1"
"2008-09-09 00:00:00","<c>","16","1","13","","3"
"2008-09-09 00:00:00","<python>","2","0","2","","1"
"2008-09-14 00:00:00","<c>","7","0","4","","1"
"2008-09-15 00:00:00","<c>","","","8","","1"
"2008-09-16 00:00:00","<python>","21","1","43","1","5"
"2008-09-17 00:00:00","<c>","2","0","13","","1"
"2008-09-18 00:00:00","<c#>","0","1","18","5","6"
"2008-09-18 00:00:00","<python>","9","2","20","","2"
"2008-09-20 00:00:00","<java>","3","0","4","","1"
"2008-09-24 00:00:00","<c#>","4","0","5","","1"
"2008-09-24 00:00:00","<r>","6","0","7","1","1"
"2008-09-26 00:00:00","<c#>","1","0","8","","1"
"2008-09-26 00:00:00","<c++>","4","0","14","2","1"
"2008-09-30 00:00:00","<c#>","8","1","17","","3"
"2008-10-01 00:00:00","<java>","15","1","22","4","3"
"2008-10-01 00:00:00","<sql>","1","0","2","","1"
"2008-10-02 00:00:00","<python>","","","2","","2"
"2008-10-02 00:00:00","<sql>","2","0","10","","1"
"2008-10-03 00:00:00","<c#>","2","0","8","3","2"
"2008-10-05 00:00:00","<c#>","2","0","10","2","1"
"2008-10-06 00:00:00","<c#>","16","1","25","4","4"
"2008-10-09 00:00:00","<java>","2","0","5","","1"
"2008-10-13 00:00:00","<python>","8","3","5","1","1"
"2008-10-14 00:00:00","<c++>","2","0","7","","1"
"2008-10-17 00:00:00","<c#>","8","3","11","","4"
"2008-10-17 00:00:00","<python>","4","0","10","","1"
"2008-10-23 00:00:00","<java>","7","0","6","1","2"
"2008-10-23 00:00:00","<python>","6","4","8","","2"
"2008-10-29 00:00:00","<java>","4","0","3","1","2"
"2008-10-30 00:00:00","<java>","0","1","3","2","1"
"2008-11-04 00:00:00","<c>","","","5","1","1"
"2008-11-06 00:00:00","<c++>","4","0","6","","2"
"2008-11-07 00:00:00","<java>","7","2","10","","3"
"2008-11-08 00:00:00","<java>","","","5","","1"
"2008-11-10 00:00:00","<sql>","5","4","4","","1"
"2008-11-12 00:00:00","<c#>","1","0","14","3","4"
"2008-11-12 00:00:00","<python>","7","2","5","","2"
"2008-11-13 00:00:00","<c#>","5","0","12","2","2"
"2008-11-17 00:00:00","<c++>","8","3","3","","1"
"2008-11-18 00:00:00","<c>","1","0","1","","1"
"2008-11-19 00:00:00","<sql>","0","1","4","2","1"
"2008-11-20 00:00:00","<ruby>","3","0","3","","1"
"2008-11-21 00:00:00","<java>","2","0","4","","1"
"2008-11-22 00:00:00","<python>","2","0","2","1","1"
"2008-11-25 00:00:00","<sql>","1","1","3","","1"
"2008-11-27 00:00:00","<c#>","","","2","","1"
"2008-11-27 00:00:00","<python>","10","4","21","1","5"
"2008-11-29 00:00:00","<python>","6","1","14","2","3"
"2008-12-01 00:00:00","<c#>","4","0","5","","1"
"2008-12-05 00:00:00","<c#>","3","0","5","","1"
"2008-12-06 00:00:00","<c>","1","0","6","3","1"
"2008-12-11 00:00:00","<c++>","3","1","5","","2"
"2008-12-12 00:00:00","<java>","6","1","10","","2"
"2008-12-12 00:00:00","<python>","","","1","","1"
"2008-12-15 00:00:00","<c#>","","","2","","1"
"2008-12-17 00:00:00","<c++>","2","0","7","9","1"
"2008-12-19 00:00:00","<sql>","1","1","8","1","1"
"2008-12-24 00:00:00","<c++>","8","5","8","","3"
"2008-12-25 00:00:00","<c#>","5","1","3","","1"
"2008-12-27 00:00:00","<python>","4","0","9","1","2"
"2008-12-30 00:00:00","<sql>","","","4","","1"
"2009-01-01 00:00:00","<python>","1","1","4","","1"
"2009-01-02 00:00:00","<c#>","0","0","4","","1"
"2009-01-07 00:00:00","<c#>","6","0","15","5","5"
"2009-01-07 00:00:00","<java>","8","0","12","2","2"
"2009-01-07 00:00:00","<r>","3","0","6","","1"
"2009-01-11 00:00:00","<python>","","","2","3","1"
"2009-01-13 00:00:00","<c#>","2","0","10","","2"
"2009-01-14 00:00:00","<c#>","","","1","","1"
"2009-01-15 00:00:00","<c++>","1","0","3","","1"
"2009-01-22 00:00:00","<python>","0","1","1","1","1"
"2009-01-27 00:00:00","<java>","1","0","4","","1"
"2009-01-29 00:00:00","<c++>","3","0","11","","1"
"2009-01-29 00:00:00","<ruby>","","","3","","1"
"2009-01-31 00:00:00","<c++>","4","3","11","1","2"
"2009-01-31 00:00:00","<c>","4","0","5","2","1"
"2009-02-01 00:00:00","<c#>","6","0","16","3","3"
"2009-02-01 00:00:00","<python>","3","0","2","","1"
"2009-02-05 00:00:00","<c++>","3","0","13","4","2"
"2009-02-07 00:00:00","<c>","3","0","2","1","1"
"2009-02-07 00:00:00","<ruby>","6","1","8","","3"
"2009-02-08 00:00:00","<c#>","2","0","3","","2"
"2009-02-09 00:00:00","<sql>","4","1","17","6","2"
"2009-02-10 00:00:00","<c#>","3","2","14","","3"
"2009-02-11 00:00:00","<java>","1","0","14","2","4"
"2009-02-12 00:00:00","<c++>","2","0","3","2","1"
"2009-02-13 00:00:00","<sql>","3","0","9","2","4"
"2009-02-14 00:00:00","<python>","0","0","4","2","1"
"2009-02-16 00:00:00","<java>","3","2","9","2","2"
"2009-02-20 00:00:00","<c#>","1","0","14","1","5"
"2009-02-20 00:00:00","<python>","3","2","8","8","3"
"2009-02-21 00:00:00","<python>","","","3","","1"
"2009-02-21 00:00:00","<sql>","","","3","","1"
"2009-02-22 00:00:00","<c#>","2","1","7","1","2"
"2009-02-22 00:00:00","<c>","2","0","7","4","1"
"2009-02-24 00:00:00","<python>","8","1","16","2","2"
"2009-02-24 00:00:00","<sql>","","","3","","1"
"2009-02-25 00:00:00","<c#>","4","1","18","","6"
"2009-02-26 00:00:00","<sql>","5","1","22","8","4"
"2009-02-27 00:00:00","<c++>","0","0","14","10","2"
"2009-02-27 00:00:00","<r>","1","0","1","1","1"
"2009-03-04 00:00:00","<c>","2","1","6","","1"
"2009-03-05 00:00:00","<java>","7","2","16","4","3"
"2009-03-05 00:00:00","<sql>","1","1","17","4","5"
"2009-03-09 00:00:00","<c#>","3","1","11","3","5"
"2009-03-10 00:00:00","<c++>","0","0","9","3","3"
"2009-03-11 00:00:00","<ruby>","2","2","5","","2"
"2009-03-12 00:00:00","<c++>","1","0","16","1","4"
"2008-08-13 00:00:00","<python>","4","0","4","","1"
"2008-08-19 00:00:00","<java>","67","39","51","","1"
"2008-08-22 00:00:00","<sql>","5","0","6","","1"
"2008-08-24 00:00:00","<sql>","12","0","4","","1"
"2008-08-27 00:00:00","<ruby>","","","3","","1"
"2008-08-30 00:00:00","<c++>","1","0","5","","2"
"2008-08-30 00:00:00","<python>","6","0","2","","1"
"2008-09-02 00:00:00","<c#>","2","0","4","","1"
"2008-09-03 00:00:00","<java>","5","0","3","","1"
"2008-09-05 00:00:00","<sql>","3","0","7","","1"
"2008-09-08 00:00:00","<c++>","5","0","7","","1"
"2008-09-08 00:00:00","<c>","9","0","9","","2"
"2008-09-10 00:00:00","<java>","4","0","7","","1"
"2008-09-13 00:00:00","<python>","16","2","10","","1"
"2008-09-16 00:00:00","<c++>","9","0","10","","3"
"2008-09-16 00:00:00","<sql>","1","0","15","1","1"
"2008-09-17 00:00:00","<c#>","17","0","49","4","8"
"2008-09-17 00:00:00","<python>","20","0","22","2","3"
"2008-09-17 00:00:00","<sql>","0","0","14","4","1"
"2008-09-18 00:00:00","<java>","7","1","21","2","5"
"2008-09-19 00:00:00","<java>","3","0","7","","2"
"2008-09-23 00:00:00","<c++>","11","2","10","1","3"
"2008-09-25 00:00:00","<ruby>","7","0","8","","3"
"2008-09-29 00:00:00","<java>","2","0","4","","1"
"2008-09-29 00:00:00","<python>","6","0","11","","2"
"2008-09-30 00:00:00","<c++>","9","0","12","","2"
"2008-09-30 00:00:00","<ruby>","3","0","3","","1"
"2008-09-30 00:00:00","<sql>","2","0","5","","1"
"2008-10-01 00:00:00","<python>","5","1","12","2","3"
"2008-10-02 00:00:00","<ruby>","3","0","2","","1"
"2008-10-05 00:00:00","<c++>","11","2","8","","1"
"2008-10-06 00:00:00","<sql>","4","1","9","2","2"
"2008-10-08 00:00:00","<c#>","3","0","5","1","2"
"2008-10-08 00:00:00","<python>","7","0","5","","1"
